Annotation Name,Area (µm^2),Cell Count,Transcript Count
J1-CA-2_CA-1,47297.67,424,0
J1-CA-2_CA-2,37938.05,320,0
J1-CA-2_CA-3,46305.91,571,0
J1-CA-2_CA-4,34204.88,259,0
L1-TA-4_HGD-1,225146.10,1380,0
L1-TA-4_HGD-2,66107.21,667,0
Q1-TA-4_HGD-1,642928.33,6353,0
L1-TA-1_LGD-1,414872.00,4601,0
M1-TA-1_LGD-1,582730.84,6208,0

Annotation Name,Cell ID,Cluster ID,Total Transcripts,Cell Area
J1-CA-2_CA-1,mldmbgho-1,Cluster 3,0,36.94
J1-CA-2_CA-1,dkieahda-1,Cluster 1,0,54.82
J1-CA-2_CA-1,lohpnfao-1,Cluster 3,0,199.91
J1-CA-2_CA-1,loibdgda-1,Cluster 3,0,79.11
J1-CA-2_CA-1,loibdmjg-1,Cluster 6,0,22.40
J1-CA-2_CA-1,loiajkal-1,Cluster 3,0,20.46
J1-CA-2_CA-1,loijfnpf-1,Cluster 15,0,29.89
J1-CA-2_CA-1,loijchjj-1,Cluster 3,0,49.58
J1-CA-2_CA-1,loiapoai-1,Cluster 3,0,49.63
J1-CA-2_CA-1,loibchkl-1,Cluster 24,0,33.46
J1-CA-2_CA-1,loibfflc-1,Cluster 24,0,48.95
J1-CA-2_CA-1,loibhhnf-1,Cluster 3,0,44.21
J1-CA-2_CA-1,lohpmgdi-1,Cluster 3,0,49.72
J1-CA-2_CA-1,loiafdfa-1,Cluster 3,0,47.28
J1-CA-2_CA-1,lohphiic-1,Cluster 6,0,99.12
J1-CA-2_CA-1,lohpnhlj-1,Cluster 3,0,85.62
J1-CA-2_CA-1,dkijlpno-1,Cluster 12,0,49.40
J1-CA-2_CA-1,mahjdhli-1,Cluster 12,0,81.33
J1-CA-2_CA-1,dkikacpm-1,Cluster 12,0,170.28
J1-CA-2_CA-1,loiaccho-1,Cluster 2,0,22.98
J1-CA-2_CA-1,dkijopaf-1,Cluster 12,0,47.87
J1-CA-2_CA-1,dkildjpa-1,Cluster 12,0,99.07
J1-CA-2_CA-1,dkilbjij-1,Cluster 12,0,204.33
J1-CA-2_CA-1,lohnginp-1,Cluster 3,0,51.79
J1-CA-2_CA-1,dkikcbmm-1,Cluster 12,0,62.18
J1-CA-2_CA-1,dkikkopm-1,Cluster 12,0,77.13
J1-CA-2_CA-1,dkidcnpj-1,Cluster 12,0,115.19
J1-CA-2_CA-1,majdjoee-1,Cluster 6,0,42.27
J1-CA-2_CA-1,majdpmkk-1,Cluster 1,0,13.68
J1-CA-2_CA-1,majadfei-1,Cluster 3,0,76.68
J1-CA-2_CA-1,majachdm-1,Cluster 3,0,71.53
J1-CA-2_CA-1,majdjago-1,Cluster 3,0,23.48
J1-CA-2_CA-1,majaahmo-1,Cluster 24,0,44.61
J1-CA-2_CA-1,maipjafd-1,Cluster 3,0,59.15
J1-CA-2_CA-1,ohkmoepc-1,Cluster 9,0,18.24
J1-CA-2_CA-1,maifdmoe-1,Cluster 15,0,36.94
J1-CA-2_CA-1,dkhnpojm-1,Cluster 3,0,95.78
J1-CA-2_CA-1,majaaejl-1,Cluster 3,0,94.38
J1-CA-2_CA-1,majaifek-1,Cluster 14,0,12.64
J1-CA-2_CA-1,dkhognhb-1,Cluster 3,0,62.68
J1-CA-2_CA-1,majaiabf-1,Cluster 3,0,70.99
J1-CA-2_CA-1,majadjkp-1,Cluster 3,0,76.04
J1-CA-2_CA-1,majaggpp-1,Cluster 3,0,47.50
J1-CA-2_CA-1,maiodfnd-1,Cluster 1,0,16.48
J1-CA-2_CA-1,maipolgi-1,Cluster 3,0,61.86
J1-CA-2_CA-1,malfjknm-1,Cluster 3,0,60.19
J1-CA-2_CA-1,malfidnf-1,Cluster 3,0,132.22
J1-CA-2_CA-1,malffkld-1,Cluster 3,0,58.39
J1-CA-2_CA-1,maleokmf-1,Cluster 3,0,41.18
J1-CA-2_CA-1,malfkfne-1,Cluster 3,0,85.89
J1-CA-2_CA-1,malfbbbp-1,Cluster 6,0,74.87
J1-CA-2_CA-1,maleihll-1,Cluster 3,0,137.18
J1-CA-2_CA-1,mahkjche-1,Cluster 3,0,109.77
J1-CA-2_CA-1,mahjildf-1,Cluster 3,0,110.14
J1-CA-2_CA-1,malfklgc-1,Cluster 3,0,176.79
J1-CA-2_CA-1,mldadcip-1,Cluster 6,0,66.15
J1-CA-2_CA-1,dkiblhhp-1,Cluster 12,0,91.04
J1-CA-2_CA-1,mlebcmbg-1,Cluster 3,0,29.08
