Annotation Name,Area (µm^2),Cell Count,Transcript Count
Y2-TA-2_LGD-1,33992.65,429,0
Y2-TA-2_LGD-2,67313.05,573,0
T1-TA-1_LGD-1,240297.07,2028,0
Y1-TA-1_LGD-1,626162.13,6642,0
Y1-TA-2_LGD-1,24029.42,363,0
Y1-TA-2_LGD-2,12726.25,183,0
Y1-TA-2_LGD-3,16006.05,180,0
Y1-TA-2_LGD-4,10246.09,93,0
R1-CA-2_LGD-1,788938.79,6022,0

Annotation Name,Cell ID,Cluster ID,Total Transcripts,Cell Area
T1-TA-1_LGD-1,cpnnapii-1,Cluster 2,0,39.20
T1-TA-1_LGD-1,cpnnaafh-1,Cluster 22,0,97.04
T1-TA-1_LGD-1,cpnmolbe-1,Cluster 22,0,37.80
T1-TA-1_LGD-1,cpnmkdak-1,Cluster 22,0,17.66
T1-TA-1_LGD-1,cpnmlgge-1,Cluster 6,0,15.94
T1-TA-1_LGD-1,cpnmhkai-1,Cluster 22,0,31.88
T1-TA-1_LGD-1,cpnllgfi-1,Cluster 6,0,36.03
T1-TA-1_LGD-1,cpnjgefa-1,Cluster 22,0,169.25
T1-TA-1_LGD-1,cpnnjmim-1,Cluster 6,0,31.65
T1-TA-1_LGD-1,cpnlldne-1,Cluster 2,0,51.43
T1-TA-1_LGD-1,cpnllafj-1,Cluster 2,0,72.25
T1-TA-1_LGD-1,cpnlkaja-1,Cluster 22,0,60.33
T1-TA-1_LGD-1,cpnlilkd-1,Cluster 2,0,69.41
T1-TA-1_LGD-1,daeolhij-1,Cluster 2,0,147.53
T1-TA-1_LGD-1,daeolkkc-1,Cluster 22,0,79.57
T1-TA-1_LGD-1,cpnlbmdn-1,Cluster 22,0,43.80
T1-TA-1_LGD-1,cpnlenhd-1,Cluster 22,0,30.80
T1-TA-1_LGD-1,cpnleceb-1,Cluster 6,0,25.24
T1-TA-1_LGD-1,mogaamfm-1,Cluster 6,0,34.41
T1-TA-1_LGD-1,mogabenp-1,Cluster 6,0,19.24
T1-TA-1_LGD-1,mogaapag-1,Cluster 10,0,35.72
T1-TA-1_LGD-1,cpnkfidg-1,Cluster 6,0,26.10
T1-TA-1_LGD-1,cpnkenen-1,Cluster 22,0,50.94
T1-TA-1_LGD-1,cpneebkl-1,Cluster 14,0,57.62
T1-TA-1_LGD-1,cpnpnfco-1,Cluster 6,0,25.92
T1-TA-1_LGD-1,cpnpnbcn-1,Cluster 2,0,41.45
T1-TA-1_LGD-1,cpnekdjb-1,Cluster 22,0,26.82
T1-TA-1_LGD-1,cpoagihk-1,Cluster 2,0,24.57
T1-TA-1_LGD-1,cpneloni-1,Cluster 22,0,27.55
T1-TA-1_LGD-1,mogikkpk-1,Cluster 22,0,187.13
T1-TA-1_LGD-1,cpoacjfa-1,Cluster 6,0,15.17
T1-TA-1_LGD-1,cpoagpkn-1,Cluster 2,0,26.15
T1-TA-1_LGD-1,cpoaedjo-1,Cluster 2,0,41.00
T1-TA-1_LGD-1,cpoabfjg-1,Cluster 2,0,28.40
T1-TA-1_LGD-1,mogijkng-1,Cluster 22,0,164.46
T1-TA-1_LGD-1,cpoaclec-1,Cluster 6,0,21.36
T1-TA-1_LGD-1,cpnpamfm-1,Cluster 22,0,49.99
T1-TA-1_LGD-1,cpnopjmm-1,Cluster 22,0,52.97
T1-TA-1_LGD-1,cpnpicjp-1,Cluster 6,0,28.09
T1-TA-1_LGD-1,cpnoonkh-1,Cluster 22,0,29.26
T1-TA-1_LGD-1,cpnodpeo-1,Cluster 6,0,51.97
T1-TA-1_LGD-1,cpnohghg-1,Cluster 6,0,40.23
T1-TA-1_LGD-1,cpnokblj-1,Cluster 6,0,27.50
T1-TA-1_LGD-1,cpnojbnh-1,Cluster 6,0,26.55
T1-TA-1_LGD-1,cpnokpof-1,Cluster 22,0,35.90
T1-TA-1_LGD-1,cpnjlanc-1,Cluster 22,0,86.02
T1-TA-1_LGD-1,cpnkfnnn-1,Cluster 22,0,56.99
T1-TA-1_LGD-1,cpnoepfb-1,Cluster 22,0,40.96
T1-TA-1_LGD-1,cpnphibp-1,Cluster 6,0,37.34
T1-TA-1_LGD-1,cpnofjoh-1,Cluster 22,0,40.19
T1-TA-1_LGD-1,cpnpfldk-1,Cluster 22,0,31.70
T1-TA-1_LGD-1,cpnjnmpk-1,Cluster 22,0,69.13
T1-TA-1_LGD-1,cpnnncpm-1,Cluster 10,0,22.26
T1-TA-1_LGD-1,cpnojakm-1,Cluster 2,0,38.25
T1-TA-1_LGD-1,cpnnmgal-1,Cluster 2,0,26.33
T1-TA-1_LGD-1,cpnpiooh-1,Cluster 6,0,34.59
T1-TA-1_LGD-1,cpnofmfj-1,Cluster 22,0,37.62
T1-TA-1_LGD-1,cpnohoei-1,Cluster 10,0,116.91
T1-TA-1_LGD-1,cpnpclgk-1,Cluster 22,0,37.80
T1-TA-1_LGD-1,cpneikhl-1,Cluster 2,0,33.64
T1-TA-1_LGD-1,cpoaecji-1,Cluster 2,0,29.94
T1-TA-1_LGD-1,cpnjhing-1,Cluster 22,0,76.22
T1-TA-1_LGD-1,cpnhccoa-1,Cluster 22,0,143.78
T1-TA-1_LGD-1,cpnflifp-1,Cluster 14,0,29.13
T1-TA-1_LGD-1,cpngpeoa-1,Cluster 22,0,92.71
T1-TA-1_LGD-1,cpnhcckd-1,Cluster 22,0,107.34
T1-TA-1_LGD-1,cpndmfdh-1,Cluster 22,0,51.07
T1-TA-1_LGD-1,cpobbnfp-1,Cluster 22,0,55.36
T1-TA-1_LGD-1,cpnfkmdc-1,Cluster 22,0,127.52
T1-TA-1_LGD-1,cpngndmk-1,Cluster 22,0,59.47
T1-TA-1_LGD-1,cpndmmhc-1,Cluster 6,0,19.96
T1-TA-1_LGD-1,mofpoppe-1,Cluster 22,0,221.40
T1-TA-1_LGD-1,cpnjklng-1,Cluster 22,0,110.05
T1-TA-1_LGD-1,cpndkafo-1,Cluster 14,0,30.75
T1-TA-1_LGD-1,cpngpmme-1,Cluster 22,0,111.81
T1-TA-1_LGD-1,cpoaippg-1,Cluster 22,0,50.67
T1-TA-1_LGD-1,cpngneck-1,Cluster 22,0,31.25
T1-TA-1_LGD-1,cpnnemge-1,Cluster 6,0,24.88
T1-TA-1_LGD-1,cpnfmplj-1,Cluster 22,0,55.05
T1-TA-1_LGD-1,cpnfokjb-1,Cluster 6,0,58.88
T1-TA-1_LGD-1,cpnjcede-1,Cluster 2,0,72.61
T1-TA-1_LGD-1,cpniomih-1,Cluster 6,0,19.24
T1-TA-1_LGD-1,cpnenplg-1,Cluster 10,0,45.52
T1-TA-1_LGD-1,cpoajjjh-1,Cluster 6,0,19.55
T1-TA-1_LGD-1,cpobelfl-1,Cluster 22,0,54.46
T1-TA-1_LGD-1,cpnenanp-1,Cluster 6,0,22.94
T1-TA-1_LGD-1,mofmodda-1,Cluster 6,0,15.90
T1-TA-1_LGD-1,cpoaodkl-1,Cluster 22,0,47.69
T1-TA-1_LGD-1,cpobehkd-1,Cluster 22,0,44.93
T1-TA-1_LGD-1,cpoammih-1,Cluster 6,0,27.77
T1-TA-1_LGD-1,cpobcmpa-1,Cluster 22,0,86.02
T1-TA-1_LGD-1,mofmmjph-1,Cluster 6,0,9.57
T1-TA-1_LGD-1,cpnepfcp-1,Cluster 2,0,28.22
T1-TA-1_LGD-1,cpoallnm-1,Cluster 22,0,46.29
T1-TA-1_LGD-1,cpneliep-1,Cluster 22,0,25.60
T1-TA-1_LGD-1,cpnpjlod-1,Cluster 22,0,76.40
T1-TA-1_LGD-1,cpnhekgf-1,Cluster 22,0,54.23
T1-TA-1_LGD-1,cpnepdfh-1,Cluster 6,0,28.00
T1-TA-1_LGD-1,cpnienjb-1,Cluster 22,0,67.37
T1-TA-1_LGD-1,cpnfadkj-1,Cluster 2,0,38.20
T1-TA-1_LGD-1,cpnfbmck-1,Cluster 2,0,22.49
T1-TA-1_LGD-1,cpniical-1,Cluster 22,0,39.06
T1-TA-1_LGD-1,cpniidie-1,Cluster 22,0,110.18
T1-TA-1_LGD-1,cpnffipf-1,Cluster 6,0,23.66
T1-TA-1_LGD-1,cpnfegch-1,Cluster 6,0,23.21
T1-TA-1_LGD-1,cpniiabe-1,Cluster 22,0,47.32
T1-TA-1_LGD-1,cpnfefpo-1,Cluster 2,0,25.42
T1-TA-1_LGD-1,cpniendp-1,Cluster 14,0,20.73
T1-TA-1_LGD-1,cpnehack-1,Cluster 2,0,25.65
T1-TA-1_LGD-1,cpnhoocl-1,Cluster 22,0,29.98
T1-TA-1_LGD-1,cpnicdmh-1,Cluster 22,0,60.69
T1-TA-1_LGD-1,cpnefnmm-1,Cluster 22,0,51.97
T1-TA-1_LGD-1,cpnhmeef-1,Cluster 22,0,116.05
T1-TA-1_LGD-1,cpnhpdch-1,Cluster 22,0,56.90
T1-TA-1_LGD-1,cpnegokc-1,Cluster 22,0,41.36
T1-TA-1_LGD-1,cpnhmbne-1,Cluster 22,0,35.40
T1-TA-1_LGD-1,cpnefpcd-1,Cluster 22,0,32.42
T1-TA-1_LGD-1,cpnhkgjp-1,Cluster 22,0,36.31
T1-TA-1_LGD-1,cpnejagg-1,Cluster 2,0,25.47
T1-TA-1_LGD-1,cpnhmdbf-1,Cluster 22,0,29.17
T1-TA-1_LGD-1,mohoocnc-1,Cluster 22,0,123.95
T1-TA-1_LGD-1,cpmhfjkf-1,Cluster 22,0,72.11
T1-TA-1_LGD-1,cpmhmpgm-1,Cluster 22,0,52.79
T1-TA-1_LGD-1,cpmiepfn-1,Cluster 22,0,66.83
T1-TA-1_LGD-1,cpmhkhbe-1,Cluster 22,0,110.14
T1-TA-1_LGD-1,cpmhiepd-1,Cluster 22,0,135.88
T1-TA-1_LGD-1,cpmhmhkf-1,Cluster 22,0,30.53
T1-TA-1_LGD-1,mohpdgnp-1,Cluster 22,0,84.49
T1-TA-1_LGD-1,cpmihhpk-1,Cluster 2,0,50.67
T1-TA-1_LGD-1,cpmhpboj-1,Cluster 2,0,53.87
T1-TA-1_LGD-1,cpmhipbk-1,Cluster 22,0,101.06
T1-TA-1_LGD-1,cpmialom-1,Cluster 22,0,94.65
T1-TA-1_LGD-1,cpngllfh-1,Cluster 22,0,65.75
T1-TA-1_LGD-1,cpnggbmc-1,Cluster 22,0,21.04
T1-TA-1_LGD-1,cpngakke-1,Cluster 2,0,44.39
T1-TA-1_LGD-1,cpncmaea-1,Cluster 14,0,29.44
T1-TA-1_LGD-1,moglgpdk-1,Cluster 3,0,27.91
T1-TA-1_LGD-1,cpnglpge-1,Cluster 22,0,52.47
T1-TA-1_LGD-1,mogilkam-1,Cluster 5,0,33.96
T1-TA-1_LGD-1,mogmjknc-1,Cluster 17,0,39.33
T1-TA-1_LGD-1,cpndigcl-1,Cluster 22,0,44.75
T1-TA-1_LGD-1,cpnglcae-1,Cluster 14,0,46.33
T1-TA-1_LGD-1,cpncnkoj-1,Cluster 22,0,42.36
T1-TA-1_LGD-1,cpndjnbe-1,Cluster 14,0,26.06
T1-TA-1_LGD-1,cpncncfh-1,Cluster 6,0,21.81
T1-TA-1_LGD-1,mogmgicb-1,Cluster 3,0,39.51
T1-TA-1_LGD-1,cpngacpi-1,Cluster 22,0,79.75
T1-TA-1_LGD-1,cpngddkd-1,Cluster 22,0,61.73
T1-TA-1_LGD-1,mogldbin-1,Cluster 6,0,18.56
T1-TA-1_LGD-1,mogniepd-1,Cluster 6,0,87.96
T1-TA-1_LGD-1,mofnaacp-1,Cluster 6,0,43.44
T1-TA-1_LGD-1,mogldmdp-1,Cluster 3,0,19.51
T1-TA-1_LGD-1,cpngliij-1,Cluster 22,0,90.27
T1-TA-1_LGD-1,cpncfnbn-1,Cluster 22,0,62.54
T1-TA-1_LGD-1,mogljdbe-1,Cluster 6,0,39.47
T1-TA-1_LGD-1,cpnchook-1,Cluster 22,0,58.12
T1-TA-1_LGD-1,cpncgclf-1,Cluster 6,0,59.88
T1-TA-1_LGD-1,daeogbgk-1,Cluster 22,0,67.60
T1-TA-1_LGD-1,cpndmoal-1,Cluster 6,0,24.57
T1-TA-1_LGD-1,cpnikang-1,Cluster 22,0,55.54
T1-TA-1_LGD-1,cpnhccoo-1,Cluster 22,0,51.03
T1-TA-1_LGD-1,cpnimoja-1,Cluster 22,0,28.99
T1-TA-1_LGD-1,cpnhfbdb-1,Cluster 22,0,35.63
T1-TA-1_LGD-1,cpnecgll-1,Cluster 22,0,32.47
T1-TA-1_LGD-1,cpnhfmkd-1,Cluster 22,0,37.57
T1-TA-1_LGD-1,cpndocmb-1,Cluster 2,0,23.80
T1-TA-1_LGD-1,cpnildpl-1,Cluster 22,0,36.03
T1-TA-1_LGD-1,dackemeb-1,Cluster 6,0,28.54
T1-TA-1_LGD-1,mohmaonf-1,Cluster 7,0,30.35
T1-TA-1_LGD-1,mohmgnpo-1,Cluster 8,0,82.68
T1-TA-1_LGD-1,dadafnbn-1,Cluster 1,0,83.13
T1-TA-1_LGD-1,mohbhmoc-1,Cluster 3,0,29.08
T1-TA-1_LGD-1,mohfmikm-1,Cluster 12,0,24.57
T1-TA-1_LGD-1,mohgdaod-1,Cluster 8,0,55.81
T1-TA-1_LGD-1,mohangdj-1,Cluster 3,0,16.75
T1-TA-1_LGD-1,mohbmcnp-1,Cluster 3,0,16.30
T1-TA-1_LGD-1,mohflfgi-1,Cluster 7,0,59.29
T1-TA-1_LGD-1,mohapcgd-1,Cluster 7,0,65.97
T1-TA-1_LGD-1,mohbhhea-1,Cluster 7,0,69.72
T1-TA-1_LGD-1,mohbgcno-1,Cluster 8,0,88.69
T1-TA-1_LGD-1,mohbggka-1,Cluster 12,0,64.48
T1-TA-1_LGD-1,mohaekfm-1,Cluster 4,0,9.44
T1-TA-1_LGD-1,mohckgii-1,Cluster 4,0,77.67
T1-TA-1_LGD-1,mogcojdm-1,Cluster 3,0,24.52
T1-TA-1_LGD-1,mogbfljg-1,Cluster 8,0,59.47
T1-TA-1_LGD-1,mogcipad-1,Cluster 8,0,105.03
T1-TA-1_LGD-1,mogdbcnj-1,Cluster 4,0,44.25
T1-TA-1_LGD-1,mohfmnab-1,Cluster 7,0,42.31
T1-TA-1_LGD-1,mohfjenm-1,Cluster 3,0,17.20
T1-TA-1_LGD-1,mogcphbb-1,Cluster 4,0,24.25
T1-TA-1_LGD-1,mohfjmdj-1,Cluster 3,0,9.17
T1-TA-1_LGD-1,mogcnkjf-1,Cluster 1,0,48.14
T1-TA-1_LGD-1,mogcdlah-1,Cluster 11,0,131.72
T1-TA-1_LGD-1,mogbhcdn-1,Cluster 3,0,47.46
T1-TA-1_LGD-1,mogbkbog-1,Cluster 7,0,50.03
T1-TA-1_LGD-1,mogbiapm-1,Cluster 12,0,47.64
T1-TA-1_LGD-1,mogbimnh-1,Cluster 3,0,21.77
T1-TA-1_LGD-1,mogbjpag-1,Cluster 3,0,41.41
T1-TA-1_LGD-1,moganimd-1,Cluster 3,0,27.95
T1-TA-1_LGD-1,mogamfhd-1,Cluster 1,0,44.30
T1-TA-1_LGD-1,mogaikim-1,Cluster 8,0,30.93
T1-TA-1_LGD-1,mogacfii-1,Cluster 1,0,25.42
T1-TA-1_LGD-1,ogcegpep-1,Cluster 3,0,15.58
T1-TA-1_LGD-1,mogchdbl-1,Cluster 7,0,105.80
T1-TA-1_LGD-1,mogcioid-1,Cluster 8,0,109.73
T1-TA-1_LGD-1,mogaonnk-1,Cluster 16,0,97.67
T1-TA-1_LGD-1,mogacmpe-1,Cluster 13,0,40.19
T1-TA-1_LGD-1,mohdekgn-1,Cluster 7,0,48.50
T1-TA-1_LGD-1,mohdhcoo-1,Cluster 7,0,65.34
T1-TA-1_LGD-1,mohdeefa-1,Cluster 12,0,66.47
T1-TA-1_LGD-1,mohdeakh-1,Unassigned,0,14.54
T1-TA-1_LGD-1,mohddlea-1,Cluster 3,0,12.69
T1-TA-1_LGD-1,mohdjcel-1,Cluster 3,0,59.70
T1-TA-1_LGD-1,mohmgepk-1,Cluster 3,0,25.92
T1-TA-1_LGD-1,mohllgih-1,Cluster 3,0,15.76
T1-TA-1_LGD-1,mohlnpll-1,Cluster 3,0,21.68
T1-TA-1_LGD-1,mohdhmma-1,Cluster 3,0,43.67
T1-TA-1_LGD-1,mohmebni-1,Cluster 3,0,33.33
T1-TA-1_LGD-1,mohlpnhm-1,Cluster 3,0,20.95
T1-TA-1_LGD-1,mohliinf-1,Cluster 7,0,39.69
T1-TA-1_LGD-1,mohmblgn-1,Cluster 7,0,73.33
T1-TA-1_LGD-1,dacpojdi-1,Cluster 3,0,42.00
T1-TA-1_LGD-1,mohchbbl-1,Cluster 3,0,12.64
T1-TA-1_LGD-1,mohbfiel-1,Cluster 1,0,29.49
T1-TA-1_LGD-1,mohkaehi-1,Cluster 1,0,61.28
T1-TA-1_LGD-1,mohkachn-1,Cluster 12,0,54.19
T1-TA-1_LGD-1,mohjpbaf-1,Cluster 4,0,38.61
T1-TA-1_LGD-1,mohjlcnj-1,Cluster 1,0,40.46
T1-TA-1_LGD-1,mohcmbch-1,Cluster 3,0,34.95
T1-TA-1_LGD-1,mohjmfbh-1,Cluster 8,0,54.10
T1-TA-1_LGD-1,mohcgppk-1,Cluster 12,0,20.32
T1-TA-1_LGD-1,mohbjiae-1,Cluster 3,0,32.69
T1-TA-1_LGD-1,mohbblfd-1,Cluster 20,0,39.42
T1-TA-1_LGD-1,mohkcelo-1,Cluster 7,0,45.97
T1-TA-1_LGD-1,mohcgkcl-1,Cluster 5,0,34.77
T1-TA-1_LGD-1,mohcljhn-1,Cluster 8,0,44.75
T1-TA-1_LGD-1,mohadogb-1,Cluster 3,0,25.60
T1-TA-1_LGD-1,mohkeaip-1,Cluster 1,0,25.33
T1-TA-1_LGD-1,dadaidee-1,Cluster 3,0,70.22
T1-TA-1_LGD-1,mohkcfmb-1,Cluster 3,0,24.57
T1-TA-1_LGD-1,mohkbnce-1,Cluster 12,0,31.56
T1-TA-1_LGD-1,mohcfnbm-1,Cluster 5,0,46.60
T1-TA-1_LGD-1,mohcdakh-1,Cluster 12,0,36.22
T1-TA-1_LGD-1,dadajikj-1,Cluster 22,0,36.40
T1-TA-1_LGD-1,dadalhli-1,Cluster 6,0,53.01
T1-TA-1_LGD-1,mohhafep-1,Cluster 8,0,221.45
T1-TA-1_LGD-1,mohgdpdm-1,Cluster 6,0,26.73
T1-TA-1_LGD-1,mohggpej-1,Cluster 14,0,76.22
T1-TA-1_LGD-1,mohgjejc-1,Cluster 14,0,62.41
T1-TA-1_LGD-1,mohgfahj-1,Cluster 6,0,30.48
T1-TA-1_LGD-1,mohginhh-1,Cluster 6,0,28.31
T1-TA-1_LGD-1,mohflpfo-1,Cluster 12,0,89.45
T1-TA-1_LGD-1,mohgfngj-1,Cluster 6,0,66.83
T1-TA-1_LGD-1,mohggopb-1,Cluster 16,0,154.07
T1-TA-1_LGD-1,mogbgajp-1,Cluster 8,0,106.48
T1-TA-1_LGD-1,moheohdb-1,Cluster 6,0,61.64
T1-TA-1_LGD-1,mohfdmgh-1,Cluster 8,0,143.46
T1-TA-1_LGD-1,mohfnago-1,Cluster 8,0,29.53
T1-TA-1_LGD-1,mogcmfjc-1,Cluster 1,0,31.79
T1-TA-1_LGD-1,mogcbjcg-1,Cluster 3,0,39.06
T1-TA-1_LGD-1,mofoolhf-1,Cluster 8,0,50.44
T1-TA-1_LGD-1,mofpfcbb-1,Cluster 1,0,16.53
T1-TA-1_LGD-1,mogbfiic-1,Cluster 3,0,10.34
T1-TA-1_LGD-1,mogcmkjf-1,Cluster 12,0,36.31
T1-TA-1_LGD-1,mogbmkdf-1,Cluster 5,0,19.51
T1-TA-1_LGD-1,mofoidcb-1,Cluster 7,0,88.42
T1-TA-1_LGD-1,mofonohl-1,Cluster 3,0,44.39
T1-TA-1_LGD-1,mogbfihg-1,Cluster 1,0,46.87
T1-TA-1_LGD-1,mofojpad-1,Cluster 3,0,44.21
T1-TA-1_LGD-1,mogcgbac-1,Cluster 1,0,40.23
T1-TA-1_LGD-1,mogclnhh-1,Cluster 4,0,33.87
T1-TA-1_LGD-1,mofpdido-1,Cluster 1,0,25.65
T1-TA-1_LGD-1,mogbbpmf-1,Cluster 3,0,33.73
T1-TA-1_LGD-1,mofopmah-1,Cluster 12,0,60.74
T1-TA-1_LGD-1,mogkmbab-1,Cluster 8,0,63.04
T1-TA-1_LGD-1,mogkkmpg-1,Cluster 8,0,44.80
T1-TA-1_LGD-1,mogkjhik-1,Cluster 3,0,21.45
T1-TA-1_LGD-1,mogkkbne-1,Cluster 5,0,54.59
T1-TA-1_LGD-1,mofpafic-1,Cluster 13,0,27.18
T1-TA-1_LGD-1,mogkjnco-1,Cluster 12,0,41.00
T1-TA-1_LGD-1,mohjgebh-1,Cluster 3,0,48.45
T1-TA-1_LGD-1,mohhokfc-1,Cluster 1,0,50.58
T1-TA-1_LGD-1,mohmhacm-1,Cluster 8,0,34.73
T1-TA-1_LGD-1,mohlaghk-1,Cluster 1,0,33.24
T1-TA-1_LGD-1,mohldgik-1,Cluster 17,0,25.38
T1-TA-1_LGD-1,ogcffbmo-1,Cluster 3,0,13.23
T1-TA-1_LGD-1,mohieokb-1,Cluster 6,0,77.89
T1-TA-1_LGD-1,mohlfocj-1,Cluster 4,0,33.24
T1-TA-1_LGD-1,mohiacgj-1,Cluster 3,0,12.64
T1-TA-1_LGD-1,mohmedai-1,Cluster 8,0,47.41
T1-TA-1_LGD-1,mohiojci-1,Cluster 3,0,18.69
T1-TA-1_LGD-1,mohknacg-1,Cluster 4,0,42.45
T1-TA-1_LGD-1,mohihmdn-1,Cluster 5,0,87.15
T1-TA-1_LGD-1,mohjbcnm-1,Cluster 12,0,42.99
T1-TA-1_LGD-1,mohipihc-1,Cluster 3,0,36.49
T1-TA-1_LGD-1,mohlabpb-1,Cluster 3,0,11.38
T1-TA-1_LGD-1,daclgbln-1,Cluster 6,0,33.91
T1-TA-1_LGD-1,mohmcdkn-1,Cluster 3,0,57.08
T1-TA-1_LGD-1,mohmfgdh-1,Cluster 3,0,27.50
T1-TA-1_LGD-1,daclfkib-1,Cluster 6,0,56.08
T1-TA-1_LGD-1,dadanmhn-1,Cluster 6,0,71.71
T1-TA-1_LGD-1,daclbcen-1,Cluster 2,0,53.74
T1-TA-1_LGD-1,mohkomco-1,Cluster 6,0,108.83
T1-TA-1_LGD-1,mohkfjhk-1,Cluster 8,0,62.68
T1-TA-1_LGD-1,dadamnje-1,Cluster 6,0,28.00
T1-TA-1_LGD-1,dadaekbo-1,Cluster 6,0,66.24
T1-TA-1_LGD-1,daclcjno-1,Cluster 6,0,36.53
T1-TA-1_LGD-1,dadamhen-1,Cluster 6,0,31.79
T1-TA-1_LGD-1,mohkfofk-1,Cluster 3,0,41.95
T1-TA-1_LGD-1,dadammeg-1,Cluster 6,0,83.63
T1-TA-1_LGD-1,mohgmofl-1,Cluster 1,0,45.29
T1-TA-1_LGD-1,mohjjmii-1,Cluster 6,0,30.30
T1-TA-1_LGD-1,mohjiecp-1,Cluster 6,0,39.38
T1-TA-1_LGD-1,dadajbfl-1,Cluster 14,0,54.37
T1-TA-1_LGD-1,mohhagec-1,Cluster 6,0,14.81
T1-TA-1_LGD-1,mohdlaek-1,Cluster 20,0,15.58
T1-TA-1_LGD-1,mohmflhd-1,Cluster 3,0,25.47
T1-TA-1_LGD-1,dacmbemg-1,Cluster 2,0,38.02
T1-TA-1_LGD-1,dacpnokp-1,Cluster 2,0,38.43
T1-TA-1_LGD-1,dacpncoa-1,Cluster 6,0,42.09
T1-TA-1_LGD-1,mohfhlkk-1,Cluster 6,0,36.62
T1-TA-1_LGD-1,mohfhpof-1,Cluster 14,0,74.73
T1-TA-1_LGD-1,dacpcmlg-1,Cluster 22,0,60.55
T1-TA-1_LGD-1,mofmkcpn-1,Cluster 10,0,16.57
T1-TA-1_LGD-1,dacpmhbj-1,Cluster 6,0,45.02
T1-TA-1_LGD-1,mohffncm-1,Cluster 14,0,27.00
T1-TA-1_LGD-1,mofmfidf-1,Cluster 6,0,43.03
T1-TA-1_LGD-1,mofmeiaa-1,Cluster 6,0,19.37
T1-TA-1_LGD-1,mofmecll-1,Cluster 6,0,57.03
T1-TA-1_LGD-1,mofmblab-1,Cluster 6,0,41.41
T1-TA-1_LGD-1,mohffhkg-1,Cluster 1,0,33.96
T1-TA-1_LGD-1,mofkneap-1,Cluster 6,0,28.95
T1-TA-1_LGD-1,mofpfkmj-1,Cluster 5,0,53.01
T1-TA-1_LGD-1,mofmaghi-1,Cluster 8,0,79.79
T1-TA-1_LGD-1,ogcefakp-1,Cluster 3,0,26.60
T1-TA-1_LGD-1,mofljmpm-1,Cluster 3,0,16.84
T1-TA-1_LGD-1,moflhien-1,Cluster 8,0,64.08
T1-TA-1_LGD-1,mofpfmig-1,Cluster 3,0,27.64
T1-TA-1_LGD-1,ogcefibp-1,Cluster 3,0,21.09
T1-TA-1_LGD-1,mofpjlim-1,Cluster 8,0,47.69
T1-TA-1_LGD-1,moflenla-1,Cluster 3,0,29.98
T1-TA-1_LGD-1,mofmccnb-1,Cluster 3,0,15.35
T1-TA-1_LGD-1,mohfhjep-1,Cluster 6,0,27.73
T1-TA-1_LGD-1,moflaoic-1,Cluster 4,0,36.40
T1-TA-1_LGD-1,mofpkgok-1,Cluster 1,0,38.47
T1-TA-1_LGD-1,mofpmaid-1,Cluster 12,0,24.97
T1-TA-1_LGD-1,mohfgdei-1,Cluster 6,0,35.31
T1-TA-1_LGD-1,mofplenf-1,Cluster 8,0,54.46
T1-TA-1_LGD-1,dacpehpa-1,Cluster 22,0,46.87
T1-TA-1_LGD-1,mofpbfjb-1,Cluster 3,0,27.73
T1-TA-1_LGD-1,mohfdlck-1,Cluster 3,0,55.54
T1-TA-1_LGD-1,mofpffkh-1,Cluster 1,0,33.33
T1-TA-1_LGD-1,mofkoeia-1,Cluster 14,0,71.57
T1-TA-1_LGD-1,mofnfofk-1,Cluster 12,0,30.16
T1-TA-1_LGD-1,mofmeblh-1,Cluster 6,0,76.77
T1-TA-1_LGD-1,mokiddim-1,Cluster 3,0,14.54
T1-TA-1_LGD-1,daclgnki-1,Cluster 22,0,57.30
T1-TA-1_LGD-1,mohikbdd-1,Cluster 6,0,95.64
T1-TA-1_LGD-1,mohhnfje-1,Cluster 6,0,18.60
T1-TA-1_LGD-1,dacmjehi-1,Cluster 22,0,57.53
T1-TA-1_LGD-1,mohhcllm-1,Cluster 6,0,25.47
T1-TA-1_LGD-1,dacmhbgi-1,Cluster 6,0,48.77
T1-TA-1_LGD-1,mohigbho-1,Cluster 8,0,89.73
T1-TA-1_LGD-1,mohhdmef-1,Cluster 6,0,37.57
T1-TA-1_LGD-1,mohhcalk-1,Cluster 6,0,32.33
T1-TA-1_LGD-1,mohignmk-1,Cluster 6,0,33.64
T1-TA-1_LGD-1,mohioljk-1,Cluster 12,0,47.50
T1-TA-1_LGD-1,daclpoac-1,Cluster 22,0,89.82
T1-TA-1_LGD-1,dacmchbe-1,Cluster 6,0,29.71
T1-TA-1_LGD-1,daclammd-1,Cluster 22,0,32.92
T1-TA-1_LGD-1,dacmiiej-1,Cluster 18,0,39.06
T1-TA-1_LGD-1,daclojei-1,Cluster 2,0,52.92
T1-TA-1_LGD-1,daclmdmo-1,Cluster 2,0,21.22
T1-TA-1_LGD-1,mohekldi-1,Cluster 6,0,14.36
T1-TA-1_LGD-1,dacpkhlg-1,Cluster 14,0,39.74
T1-TA-1_LGD-1,daclpnll-1,Cluster 6,0,30.84
T1-TA-1_LGD-1,dacmgepf-1,Cluster 6,0,33.64
T1-TA-1_LGD-1,mohfieig-1,Cluster 6,0,17.39
T1-TA-1_LGD-1,daclhbdl-1,Cluster 6,0,48.63
