combined_cluster,p,diff_med,p_adj
3,0.0024124482328816694,0.20458362312246783,0.021712034095935025
4,0.07009502365539517,-0.02873479175366757,0.22055807969120664
6,0.09802581319609184,0.09233253902152122,0.22055807969120664
8,0.08284664525697533,-0.014367701589484121,0.22055807969120664
0,0.6406658357122753,-0.01812947499756587,0.7207490651763098
1,0.6406658357122753,-0.00972603819831197,0.7207490651763098
2,0.5410585286746277,-0.015267385987430715,0.7207490651763098
7,0.4070068218675029,0.014067676422106351,0.7207490651763098
5,0.9713588784796215,-0.011045849533015836,0.9713588784796215
