gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
SLC25A27,2.1525435610792464e-9,1.2825009536643495,0.318,0.078,3.892875030211817e-5
CRTAP,2.1603034801874315e-9,0.6589823954094405,0.802,0.539,3.90690884391897e-5
GTF3C4,2.1646688246346035e-9,0.8174478968697291,0.495,0.189,3.9148035693516805e-5
EMC1,2.2175594098365144e-9,1.172527061457162,0.392,0.128,4.0104561926893364e-5
EMC4,2.292477304946167e-9,0.657222100389636,0.786,0.5,4.145945205995143e-5
PLS3,2.295405339104916e-9,1.064071900899341,0.441,0.161,4.1512405557712404e-5
PSMC3IP,2.3044420467515345e-9,1.8195518165768418,0.276,0.056,4.16758344155015e-5
POLA1,2.3331618847782633e-9,0.9608213100473404,0.487,0.189,4.219523268621489e-5
CCNO,2.3565205319795864e-9,1.3329388764986656,0.369,0.111,4.261767382085082e-5
SMPD4,2.389997224051757e-9,0.8493561954444213,0.668,0.361,4.3223099796976024e-5
ZNF121,2.425967626883638e-9,0.9207511048379972,0.563,0.256,4.3873624532190596e-5
CKAP4,2.433307903037359e-9,0.6934764012543829,0.823,0.55,4.400637342643064e-5
SNRNP25,2.45596209525889e-9,1.0576285485668788,0.538,0.256,4.4416074492757025e-5
BUB1,2.4895811761805273e-9,1.6633448100920942,0.276,0.056,4.502407557122484e-5
SIGMAR1,2.5187211950393513e-9,0.964496900742414,0.623,0.317,4.555107281228667e-5
SLC11A2,2.6000861946108107e-9,1.3271602638272433,0.559,0.272,4.702255882953651e-5
FARSB,2.609539482191853e-9,0.9010097152288766,0.641,0.356,4.7193521535439666e-5
NAP1L4,2.6490503992430956e-9,0.6239302893183718,0.833,0.583,4.790807647031138e-5
EIF3L,2.7080408833142342e-9,1.052740408676427,0.497,0.211,4.897491937473793e-5
TSTA3,2.7102969986737535e-9,0.787872274467317,0.697,0.411,4.901572122101483e-5
DBF4,2.753979938081314e-9,1.1730602820942884,0.412,0.144,4.980572718020056e-5
NUP107,2.774964350346719e-9,0.8827809894851653,0.637,0.344,5.018523027602041e-5
FAIM,2.8055727368042337e-9,1.3874165446989764,0.369,0.117,5.0738782945104563e-5
PSMD12,2.8302612747434674e-9,0.8501541840476279,0.577,0.278,5.118527515373561e-5
GPATCH4,2.8577191310552984e-9,0.9243987417612112,0.614,0.306,5.168185048513507e-5
EEF1B2,2.936721768624113e-9,0.6942142534556133,0.796,0.572,5.311061318556708e-5
POLR1C,3.097469384397323e-9,1.3904895212449095,0.369,0.117,5.6017733816825585e-5
CHID1,3.1182596783801593e-9,0.6549156156333237,0.8,0.506,5.639372628350518e-5
TMEM9,3.2043530979087354e-9,0.9852226362654859,0.478,0.194,5.795072577567948e-5
RHNO1,3.2221622729768484e-9,1.0109391212785193,0.363,0.106,5.827280470678631e-5
TPD52L1,3.251940306854145e-9,1.454451991154549,0.322,0.083,5.881134044945721e-5
CHEK2,3.396692518529725e-9,1.189868691584264,0.412,0.144,6.142918419761008e-5
ZBTB38,3.4579137905885963e-9,0.827105884433528,0.755,0.472,6.253637090279476e-5
HMBS,3.4898094420441936e-9,0.9410200807891596,0.503,0.211,6.311320375936924e-5
SLBP,3.589976100514987e-9,0.7849602627307422,0.709,0.428,6.492471777781354e-5
CEP250,3.5967908135080246e-9,0.8829412170301386,0.518,0.217,6.504796186229263e-5
SLC37A3,3.6548913017597072e-09,0.7026234311374698,0.765,0.433,6.609870919232431e-5
NSA2,3.6718169036889655e-9,0.6575525238656874,0.806,0.5,6.640480870321495e-5
QTRT1,3.674175622708122e-9,0.7887071917664372,0.738,0.461,6.644746613667639e-5
TRMT1,3.6838963519112944e-9,0.7450343320658036,0.682,0.367,6.662326552431575e-5
ARFGEF3,3.9081562988019665e-9,1.284264122844859,0.353,0.106,7.067900666383357e-5
HSPA9,4.001350419564503e-9,0.7907823581521243,0.685,0.389,7.236442233782403e-5
EIF5B,4.044020529078992e-9,0.7734109162986207,0.728,0.461,7.313611126839357e-5
RAD54L,4.073290793028871e-9,1.7810709037418047,0.256,0.044,7.366546399192714e-5
SH3YL1,4.133391965593651e-9,0.7817429514832405,0.674,0.361,7.475239369776118e-5
IFRD2,4.181954527366904e-9,1.1474123167556212,0.423,0.15,7.563064762743046e-5
EIPR1,4.195998697873979e-9,0.9650362617036818,0.569,0.278,7.588463645105091e-5
PRPS2,4.360282508137003e-9,0.8854787430458368,0.586,0.283,7.885570915965769e-5
XRCC2,4.369926820557543e-9,2.0939630786148395,0.235,0.033,7.903012654978317e-5
PHF10,4.445645256570505e-9,0.8557667404244812,0.588,0.283,8.039949446507758e-5
ATAD2,4.5013573702694445e-9,1.4869198977291702,0.332,0.094,8.14070480413229e-5
COA6,4.503734629996222e-9,1.0415356102922995,0.464,0.178,8.145004078348167e-5
GRHL2,4.5594427521106284e-9,0.7558730007239569,0.629,0.311,8.245752217192072e-5
CNTROB,4.649383411885758e-9,1.1095175245787359,0.456,0.183,8.408409900395394e-5
MTERF2,4.685832306036042e-9,0.9534603758385407,0.497,0.2,8.474327725466181e-5
CDCA5,4.692733390794568e-9,2.1211024051031924,0.252,0.044,8.486808337251976e-5
PI4K2B,4.706457644038798e-9,1.030938835721789,0.513,0.222,8.511628649244167e-5
XRCC3,4.829831081571886e-9,1.7809618417510296,0.278,0.061,8.734749511022756e-5
CDC25C,4.836496488399275e-9,2.094728104853048,0.216,0.022,8.746803899270088e-5
SRM,4.87851258239451e-9,0.8300082043594041,0.641,0.339,8.82279000526047e-5
PPFIBP1,4.959553177438825e-9,0.6195984464367184,0.88,0.583,8.969351921398115e-5
ARSE,5.1242635237034954e-9,0.9957572692101582,0.402,0.139,9.267230582617772e-5
NUDT8,5.163533946251426e-9,1.113487454511398,0.447,0.172,9.338251141795704e-5
GART,5.186780832045239e-9,1.110955788372063,0.458,0.178,9.380293134753815e-5
TSR1,5.191732116453755e-9,0.9390543272071036,0.487,0.194,9.389247532606616e-5
CHD4,5.206321837675437e-9,0.7238226606871117,0.691,0.378,9.415633043436028e-5
ENAH,5.2129308808409316e-9,0.8248212418801377,0.631,0.328,9.427585498000825e-5
POLR1D,5.305325265811203e-9,0.5316743820843132,0.893,0.717,9.59468074321956e-5
EI24,5.365169326580975e-9,0.8022714982403539,0.623,0.306,9.702908727121693e-5
TEDC1,5.390953996622207e-9,0.8293194047351828,0.54,0.244,9.749540302891261e-5
BYSL,5.413190633299486e-9,1.3866756957314899,0.369,0.117,9.789755260322121e-5
SASS6,5.783573890099277e-9,1.5805331770020143,0.313,0.083,1.0459593380244543e-4
MID1IP1,5.815594975992277e-9,1.059245696812222,0.466,0.183,1.0517503514082033e-4
RAD51,5.823166991966378e-9,2.6688443825835577,0.21,0.022,1.0531197504971195e-4
CLSPN,5.839249975084466e-9,1.4788612065716116,0.344,0.106,1.0560283579940257e-4
ZDHHC9,5.855667337254895e-9,1.0471631813416304,0.497,0.217,1.0589974379425477e-4
MYBBP1A,5.885677212772194e-9,0.7571919370419713,0.584,0.272,1.0644247239298513e-4
IPO5,6.043446114411825e-9,0.9228636505550163,0.46,0.183,1.0929572297913786e-4
CYP4X1,6.195320710439057e-9,2.100671898234181,0.266,0.056,1.1204237504829035e-4
ZNF146,6.300755074537854e-9,0.994955122896226,0.487,0.2,1.1394915552301709e-4
EXOSC7,6.315927929096581e-9,0.7765155177150369,0.598,0.289,1.1422355659771167e-4
ALDH3A1,6.588774818479318e-9,1.7848744986063008,0.33,0.1,1.1915799259219847e-4
PGAP2,6.762699357371745e-9,0.8507467498678265,0.656,0.356,1.2230341787806802e-4
CCDC14,6.773754070770906e-9,0.5841835703846774,0.868,0.678,1.2250334236989184e-4
TTC27,6.8786989063646774e-9,1.3486106679023897,0.359,0.111,1.244012697216052e-4
CDKN3,7.000148496660277e-9,1.3325845419319657,0.254,0.044,1.2659768556210111e-4
HPS4,7.022576580617781e-9,0.9786470667144964,0.515,0.228,1.2700329746047258e-4
SCML1,7.116669683561787e-9,1.356476344958769,0.381,0.133,1.287049712272149e-4
SPTBN2,7.212692137469981e-9,1.503491400289861,0.293,0.067,1.304415373061446e-4
HTATSF1,7.257261740851173e-9,0.633967467283256,0.715,0.406,1.3124757858329347e-4
NME4,7.301347004904972e-9,0.8037577705853636,0.59,0.272,1.3204486058370643e-4
THEM6,7.351538475824538e-9,1.0012638494989485,0.503,0.217,1.3295257333528675e-4
LURAP1L,7.416210282956792e-9,0.9002522335278615,0.524,0.233,1.3412216296727357e-4
RPAIN,7.577589193459063e-9,0.7001890413140062,0.806,0.539,1.3704070056370715e-4
PERP,7.891814262580635e-9,0.4790155649544632,0.946,0.756,1.4272346093877078e-4
APIP,8.392443930950907e-9,0.6958197403007191,0.641,0.328,1.5177734849124717e-4
TOMM22,8.450743603088696e-9,0.8289213986980766,0.54,0.239,1.5283169806185905e-4
DNA2,8.505846917069358e-9,1.1773559401558131,0.416,0.156,1.5382824149519933e-4
CKAP2,8.512080421543212e-9,1.2037350744611683,0.402,0.144,1.53940974423609e-4
TESMIN,8.542693477291466e-9,1.7060456716232988,0.266,0.056,1.5449461153681617e-4
DAP3,8.547298830138572e-9,0.6100242389744147,0.771,0.528,1.5457789934305606e-4
GLO1,8.599928935271881e-9,1.4488081352710998,0.34,0.106,1.5552971479439198e-4
NFIA,8.632520228964955e-9,1.6884440646374206,0.293,0.072,1.561191283408312e-4
WNK2,8.639441737871469e-9,0.6718550824806246,0.767,0.506,1.5624430382940553e-4
SEC16B,8.782614388813942e-9,0.9221843682384134,0.61,0.317,1.5883358122170012e-4
SRPRB,8.94740740753934e-9,0.7958262263652804,0.662,0.361,1.61813862965349e-4
TIMM50,9.055694664294433e-9,0.9182949422055471,0.54,0.244,1.6377223800376483e-4
LSM7,9.163447805476173e-9,0.6998005950321373,0.755,0.517,1.657209535620366e-4
CDC25A,9.238561635788874e-9,1.6809158100796342,0.276,0.061,1.6707938718324178e-4
SF3B5,9.405346550336395e-9,0.6664286402754069,0.8,0.567,1.7009569236283372e-4
TTK,9.487424180856571e-9,1.9606090317147244,0.254,0.05,1.715800663107911e-4
NUCKS1,9.500303176860656e-9,0.8797743875982107,0.703,0.428,1.7181298295352497e-4
PPAN,9.531856917185871e-9,1.0017363261804315,0.489,0.211,1.7238363234730648e-4
NUP85,9.853602265892887e-9,0.7041244651360283,0.73,0.45,1.7820239697867286e-4
LARP7,9.875397337158338e-9,0.7780310126660066,0.625,0.311,1.7859656084250855e-4
PCID2,1.0191043901502957e-8,0.8769390450318775,0.606,0.294,1.8430502895868097e-4
MANEAL,1.0407531624210368e-8,1.5831026750596475,0.344,0.111,1.8822020942384451e-4
ADAMTS9,1.1021754200456344e-8,1.0754928834577266,0.454,0.183,1.9932842471525298e-4
D2HGDH,1.1043969942279302e-8,0.7993307491831356,0.676,0.372,1.9973019640612117e-4
POLE3,1.1131409183388323e-8,0.8167367146111513,0.674,0.394,2.013115350815778e-4
DDX56,1.1311380228721377e-8,0.5942337040680667,0.728,0.444,2.045663114364261e-4
PEMT,1.1359739234882683e-8,1.6239096017808912,0.28,0.067,2.0544088406285332e-4
QPRT,1.1739879835445099e-8,0.9419868991214501,0.588,0.311,2.123157268240246e-4
CPS1,1.1954157021601603e-8,3.3868246372645405,0.173,0.006,2.1619092973566498e-4
PRRC2B,1.2313277161234205e-8,0.6658188083177394,0.695,0.378,2.226856174609206e-4
VDAC3,1.2384739367342234e-8,0.581127435661501,0.852,0.644,2.239780114583843e-4
PAFAH1B3,1.2406597613576728e-8,1.0538967467876783,0.379,0.128,2.2437331784153512e-4
LAPTM4B,1.2599328287391683e-8,0.822374845253175,0.526,0.228,2.278588520774786e-4
GNL2,1.2646500802821628e-8,0.9271690030123296,0.499,0.211,2.2871196701902913e-4
CEP85,1.2665751573430053e-8,0.9787405491629041,0.468,0.189,2.2906011720548252e-4
SLC22A3,1.297944201522476e-8,1.594465285602149,0.258,0.05,2.347332088453398e-4
TUBB,1.3022372970368273e-8,1.3983335493782905,0.369,0.133,2.3550961516911022e-4
ACBD6,1.3151622369892657e-8,0.7910776395172524,0.623,0.328,2.378470905595087e-4
INTS10,1.3486183951461581e-8,0.7850749675049176,0.67,0.411,2.438976367621827e-4
PSMA7,1.3624033928014608e-8,0.6666565147316466,0.831,0.6,2.463906535881442e-4
ARHGEF39,1.3819185163333291e-8,1.709908447491434,0.289,0.072,2.4991996367888255e-4
VPS13C,1.4179891055935192e-8,0.4316979554187821,0.938,0.778,2.5644332974658797e-4
RANGAP1,1.4271596991680921e-8,0.7920140289404984,0.715,0.478,2.5810183159454946e-4
PELP1,1.4597453645074966e-8,0.8862137486145188,0.505,0.217,2.6399494917118076e-4
FUT4,1.468085471437087e-8,0.6595698154563938,0.794,0.522,2.6550325750939716e-4
EXO1,1.4690509122115939e-8,1.6393905621563778,0.289,0.072,2.6567785747346677e-4
BAZ1B,1.4722390839422879e-8,0.6659124593354994,0.794,0.572,2.662544383309628e-4
SAPCD2,1.5133345543706625e-8,1.0742353408206338,0.431,0.167,2.736865541579343e-4
CDC37,1.5212584114950512e-8,0.5632344002400841,0.893,0.7,2.7511958371888003e-4
PSMA3,1.5408711843075523e-8,1.2144374813592627,0.402,0.15,2.786665536820208e-4
YEATS4,1.541006671671319e-8,1.1688619418822221,0.359,0.111,2.7869105657175804e-4
ANP32E,1.546570280592454e-8,0.764350078907758,0.771,0.506,2.7969723524514533e-4
REG1A,1.5568304561414253e-8,2.7591211599121195,0.293,0.083,2.8155278799317675e-4
NDUFB5,1.5659430831869763e-8,0.4192540503455595,0.953,0.844,2.8320080659436465e-4
NECTIN1,1.7529923585183155e-8,1.218378888155118,0.408,0.15,3.1702866803803734e-4
SLC25A29,1.8092360617517482e-8,0.8767457436876414,0.485,0.206,3.2720034176780366e-4
EXOSC2,1.8596388470578284e-8,1.154748848096635,0.452,0.194,3.3631568549040826e-4
NOP9,1.863621486459757e-8,0.9750182778281091,0.497,0.211,3.3703594582624704e-4
TMEM238,1.9212329666415545e-8,0.4766317255576996,0.885,0.706,3.4745498201712514e-4
MYO6,1.9213050666583074e-8,0.47340585028718674,0.984,0.828,3.474680213051549e-4
MYRIP,1.9276891269629026e-8,1.7349337370038507,0.214,0.028,3.4862257861124093e-4
BRCA1,1.948289753017388e-8,1.2296940685925424,0.377,0.133,3.5234820183319463e-4
WDR62,1.9514806351297916e-8,1.9726119365126853,0.225,0.033,3.529252728632228e-4
ZC3H8,1.961492283258019e-8,0.8955273694668074,0.46,0.183,3.547358794272127e-4
MTHFD2,1.9749473762233857e-8,0.9076858055092325,0.563,0.283,3.571692329899993e-4
BAG5,2.087470837690956e-8,0.5789291444861997,0.827,0.528,3.775191009964094e-4
TTYH3,2.0929807367093218e-8,0.6859542675607453,0.794,0.511,3.7851556623388086e-4
TKFC,2.1044714581334268e-8,0.9722798424600558,0.466,0.189,3.8059366320343025e-4
HMGN1,2.110469531661841e-8,0.6216528291279867,0.798,0.517,3.816784148010439e-4
SNRPD1,2.1336160464341693e-8,0.8828939220218789,0.588,0.311,3.858644619976195e-4
DIAPH3,2.1408876667712e-8,1.6625332928922947,0.252,0.05,3.871795345355715e-4
TTLL4,2.142133444952271e-8,0.9615642175391599,0.404,0.144,3.874048335196182e-4
CXCL1,2.1820418950457583e-8,1.3842532020921836,0.379,0.139,3.9462227671902537e-4
TTF2,2.222784670284694e-8,0.8220463812034342,0.501,0.222,4.019906076209869e-4
NARF,2.2340189744628e-8,0.6909992823208286,0.728,0.422,4.040223315315974e-4
INTS13,2.2633059528349868e-8,1.0272740609952882,0.414,0.156,4.0931888157020734e-4
NUDC,2.2646276520789243e-8,0.5754623958047298,0.8,0.55,4.0955791087847346e-4
UQCRH,2.355471095872416e-8,0.9298948378942331,0.41,0.15,4.2598694768852645e-4
WDR12,2.370915758753018e-8,1.0071154107120883,0.379,0.133,4.287801149704833e-4
UBE2I,2.377663469508758e-8,0.5179865498911771,0.887,0.622,4.300004384606589e-4
BSPRY,2.386582971925538e-8,1.0380265310434496,0.52,0.239,4.316135304727335e-4
SLC35E4,2.422301412887028e-8,1.4547526543202975,0.285,0.072,4.38073210520619e-4
TONSL,2.4651583688890484e-8,1.6474769837824668,0.301,0.083,4.458238910135844e-4
ME1,2.510491994535652e-8,0.8898536373446903,0.621,0.333,4.540224772117727e-4
PLEKHG4,2.5733146364888635e-8,1.041879219198986,0.491,0.228,4.6538395200901094e-4
CAPN12,2.5742544706746538e-8,1.8155864219082551,0.276,0.067,4.655539210215111e-4
HUNK,2.581620012342054e-8,1.4399808898395814,0.27,0.061,4.6688597923206046e-4
HMGN5,2.5939603379055968e-8,1.3694919177949259,0.264,0.056,4.691177271102272e-4
YARS,2.612400962216302e-8,0.768341967719991,0.518,0.228,4.724527140168182e-4
KIF22,2.663267155900005e-8,0.7563520738524099,0.581,0.294,4.816518651445159e-4
KLHDC4,2.7211328559029543e-8,0.7169910306150631,0.755,0.494,4.921168769900493e-4
PGGHG,2.7223908613460512e-8,0.8822303132004372,0.705,0.439,4.923443872744334e-4
DPCD,2.767746120057213e-8,1.075025306405857,0.46,0.189,5.005468858123469e-4
MLF2,2.7766090623876265e-8,0.6888810387468489,0.784,0.528,5.021497489328023e-4
PTRH2,2.7849253246571183e-8,0.8187647512914409,0.4,0.139,5.036537449642399e-4
COMT,2.8137011075235745e-8,0.7278046192163515,0.73,0.461,5.088578452956384e-4
LANCL1,2.8186512559926394e-8,0.7646771116422337,0.52,0.233,5.097530796462688e-4
SRSF1,2.8211806714432513e-8,0.649151726580082,0.736,0.444,5.10210524430512e-4
PILRB,2.872031333338863e-8,0.4305790060924657,0.936,0.778,5.194068666343333e-4
EHF,2.8751743869300728e-8,0.5881164885281759,0.845,0.656,5.199752878763036e-4
SNRPE,2.8890827998838865e-8,1.372599461718356,0.315,0.094,5.224906243590008e-4
CBX3,2.8899157842138884e-8,0.6444588515388207,0.753,0.506,5.226412695750817e-4
TPPP3,2.897866260214464e-8,1.1314145494727244,0.4,0.144,5.240791131597858e-4
COQ8A,2.9048010365981046e-8,0.9249732944125013,0.505,0.233,5.253332674687672e-4
NEK2,2.9160088125253627e-8,1.8759066235932353,0.219,0.033,5.273601937452119e-4
PSMG2,2.9892035040928905e-8,0.7797115957568566,0.6,0.322,5.405974537151993e-4
ZMYM4,3.0074475967395215e-8,0.6088568380932555,0.631,0.311,5.438968978703425e-4
LZTS3,3.024000595270248e-8,1.2886734970450064,0.361,0.122,5.468905076546244e-4
URB1,3.0495834227359304e-8,1.049959529221444,0.412,0.161,5.51517162001793e-4
LRRC45,3.072669705644468e-8,0.9534607163833579,0.445,0.183,5.556923162658021e-4
C17orf75,3.1352514972652645e-8,0.9874734928612527,0.425,0.167,5.67010233280423e-4
PFDN2,3.136873137718699e-8,0.6536433843472685,0.763,0.55,5.673035069564267e-4
TM4SF1,3.1967914936224396e-8,0.875710499576736,0.542,0.261,5.781397416216181e-4
C7orf50,3.235525709482301e-8,0.6443071677214823,0.79,0.517,5.851448245598742e-4
PPP2R3B,3.2399290439633166e-8,1.1847201970040953,0.342,0.111,5.859411676007658e-4
SRRT,3.241837281948656e-8,0.6108238249360289,0.812,0.511,5.862862724404145e-4
TCF20,3.278115182110994e-8,0.7412132469681966,0.73,0.417,5.928471306847733e-4
TIMM8B,3.28071239531248e-8,0.6602270379794235,0.701,0.428,5.933168366922619e-4
ADAM15,3.3487567650493596e-8,0.43112863077473307,0.922,0.772,6.056226609591767e-4
SYPL1,3.36684242604594e-8,0.7842353023708761,0.485,0.206,6.088934527504082e-4
GTPBP10,3.431535482876592e-8,0.7584547297579511,0.685,0.394,6.205931920782317e-4
PHF14,3.4550837289705875e-8,0.777775489010813,0.701,0.428,6.248518923843308e-4
FUT8,3.508218238747931e-8,0.9954460159489181,0.458,0.189,6.344612684775633e-4
SAMD12,3.514075812759716e-8,0.8307641718240257,0.555,0.256,6.355206107375947e-4
DACH1,3.5708654509910586e-8,0.851586347816711,0.524,0.244,6.457910168117329e-4
MYOF,3.6093197892922483e-8,0.5263253626170334,0.918,0.694,6.527454838935031e-4
TEAD1,3.722501957309826e-8,1.1143294822323042,0.342,0.106,6.732144789794819e-4
LAS1L,3.739879673176316e-8,0.6962909679488543,0.485,0.2,6.763572388939368e-4
AEN,3.74754125752301e-8,1.17332663865552,0.373,0.133,6.777428364230364e-4
TRUB1,3.9224611086787175e-8,0.9716146667685637,0.462,0.189,7.093770915045461e-4
DCAKD,3.948551217257152e-8,0.8737750014429981,0.526,0.244,7.140954876409559e-4
TOMM70,3.9909792149021985e-8,0.8556620155336045,0.522,0.244,7.217685910150626e-4
ABCB6,4.04162198410941e-8,1.1514870622950635,0.373,0.133,7.309273358261868e-4
ARHGAP32,4.064822911324259e-8,0.6851409620455216,0.718,0.45,7.351232235129923e-4
GPC4,4.211288681132193e-8,1.3673193089152007,0.344,0.117,7.616115579827571e-4
ESCO2,4.281875289973009e-8,1.6029273442167866,0.28,0.072,7.743771461916187e-4
SHB,4.295663425920035e-8,0.8119748816753967,0.59,0.289,7.768707305776384e-4
NMRAL1,4.300342317794473e-8,0.6921549671892893,0.726,0.417,7.777169081731305e-4
PSMC1,4.3018881109655795e-8,0.8955949879523746,0.452,0.178,7.779964648681251e-4
NT5C3B,4.3181584355657675e-8,0.9731837178042095,0.412,0.15,7.809389530720691e-4
NCLN,4.367339159066157e-8,0.7266108929590874,0.695,0.411,7.898332869171145e-4
NOP53,4.378715145876536e-8,0.6750249058620593,0.687,0.378,7.918906341317715e-4
ZNHIT6,4.400633339500428e-8,0.7205316931688126,0.616,0.3,7.958545394486524e-4
RTRAF,4.433510743681497e-8,0.695548494251264,0.746,0.528,8.018004179947987e-4
ALG3,4.4393875553408285e-8,0.7229646623459522,0.489,0.211,8.028632393833888e-4
ATAD3B,4.529845752425171e-8,0.840459441355148,0.54,0.261,8.192226043260922e-4
NAA38,4.564523185389379e-8,0.5732721384159734,0.835,0.617,8.254940180776692e-4
ZNF69,4.610707747778078e-8,0.9142134311559325,0.482,0.206,8.338464961856653e-4
SMARCA5,4.646716822948975e-8,0.600552017119725,0.819,0.567,8.403587374303221e-4
PTDSS1,4.658817551176741e-8,0.7469166528525633,0.509,0.222,8.425471541303137e-4
ACPP,4.7153629934211475e-8,1.259456931429374,0.332,0.106,8.527733973602145e-4
EEF1AKMT4,4.810222329247968e-8,2.142379997266174,0.196,0.022,8.69928708244495e-4
COPS6,4.8577056614988136e-8,0.6993858694260384,0.722,0.45,8.785160688820604e-4
ANAPC11,4.898794931524766e-8,0.5643281346431432,0.816,0.622,8.859470633662539e-4
NIPSNAP1,4.918110823747644e-8,1.0256879849760674,0.406,0.15,8.894403424747614e-4
DAP,4.927646721551038e-8,0.7281413116291422,0.691,0.411,8.911649095925052e-4
AADAT,4.945614770850867e-8,1.782735477368273,0.241,0.05,8.944144313083793e-4
SLC7A1,4.9720944900460154e-8,0.9067513285012518,0.546,0.272,8.992032885248219e-4
KNL1,4.9927083832207274e-8,1.2800775108633293,0.324,0.106,9.029313111054686e-4
FDFT1,5.015835938302326e-8,0.7514217482810017,0.713,0.5,9.071139294419756e-4
HSBP1,5.05098864537573e-8,0.7803475315967587,0.588,0.278,9.134712965162008e-4
MCMBP,5.05413514137207e-8,0.7627185978885794,0.639,0.356,9.140403403171389e-4
ERGIC3,5.055567705506992e-8,0.3802642952175297,0.922,0.806,9.142994195409395e-4
DENND4C,5.063078694824456e-8,0.6651317082550334,0.771,0.517,9.156577819590028e-4
C1orf198,5.081001388597017e-8,1.1196093049108045,0.472,0.211,9.188991011277705e-4
HMGB3,5.104804398911759e-8,1.41846249281434,0.278,0.072,9.232038755431916e-4
POLB,5.109453784554512e-8,1.1675261113000786,0.34,0.111,9.240447169366835e-4
FGFRL1,5.160152607795544e-8,0.9684819508225214,0.458,0.194,9.332135991198242e-4
CENPI,5.301329170836756e-8,1.7755038982659155,0.26,0.061,9.587453805458274e-4
XPO5,5.348312176868742e-8,0.6659426328161016,0.682,0.4,9.67242257186712e-4
CSE1L,5.407323403387092e-8,0.9696682374961778,0.373,0.133,9.779144375025555e-4
CFTR,5.411085644068622e-8,0.6988925239510007,0.715,0.428,9.785948387298104e-4
PRAC1,5.505999258428442e-8,1.5739891641421482,0.334,0.122,9.957599658867837e-4
NUP37,5.516528747891836e-8,0.8575158923363899,0.548,0.272,9.976642240562385e-4
TCN1,5.551896557553132e-8,2.1428462069123126,0.212,0.033,0.001004060492433484
CFAP298,5.569744087157031e-8,0.4855604688037878,0.88,0.683,0.001007288218162349
PPP1R14B,5.649155616093847e-8,0.8320947503218189,0.571,0.289,0.001021649793170572
PRORP,5.717538487374562e-8,0.871445457542747,0.489,0.211,0.0010340168354416896
SH2D4A,5.846144349579923e-8,0.6896266565888055,0.528,0.233,0.001057275205621529
CHAF1A,5.926723922225278e-8,1.1178295250903099,0.394,0.15,0.0010718480213344416
HENMT1,6.03675490762355e-8,1.437885437050781,0.315,0.1,0.001091747125043719
DEFA6,6.164208316840775e-8,2.8954306866292594,0.225,0.044,0.0011147970741006543
L2HGDH,6.350114217969194e-8,1.117402190929559,0.361,0.128,0.0011484181563197289
MCM6,6.353925426795926e-8,0.7072710350285016,0.546,0.256,0.0011491074134360433
MAPK9,6.390015105727671e-8,0.7586055955573284,0.513,0.228,0.0011556342318708493
CHAF1B,6.418148873918865e-8,2.1249228492460746,0.21,0.033,0.0011607222238482267
DHRS4,6.435067379831742e-8,1.4540832379893338,0.262,0.061,0.0011637819356425706
MIB1,6.443954736292778e-8,0.7896491094408067,0.515,0.239,0.0011653892140585488
POLR2I,6.483510364034895e-8,0.8022341372749686,0.654,0.4,0.0011725428493357109
PEBP1,6.53370712496918e-8,0.6086824716012702,0.839,0.656,0.0011816209335506762
HNRNPK,6.540947896255587e-8,0.7004382950084924,0.497,0.222,0.0011829304270378229
FOXM1,6.593236721281477e-8,1.6888091687736297,0.28,0.078,0.001192386861043755
HNRNPU,6.599925161107062e-8,0.6499346037078795,0.703,0.428,0.001193596465386212
ANAPC5,6.610636822399243e-8,0.6196020270108165,0.759,0.489,0.0011955336693309031
STK38,6.635561362761972e-8,0.5881692739839572,0.845,0.628,0.0012000412724555026
PES1,6.731632602015464e-8,0.8900878433302735,0.542,0.267,0.0012174157560744968
CSTF2T,6.809487313466485e-8,0.6665088742951875,0.709,0.422,0.0012314957806404138
NRARP,6.907795082803098e-8,0.6055207504476583,0.819,0.589,0.0012492747407249402
FOCAD,6.921474390285161e-8,0.9236627291915421,0.458,0.206,0.0012517486434830713
LSM2,7.009209648815014e-8,0.7844404708827712,0.563,0.267,0.0012676155649881953
RBM3,7.124398985562836e-8,0.4937129158342841,0.909,0.706,0.0012884475565390389
EIF2D,7.127087522743246e-8,0.8094746660813303,0.53,0.25,0.0012889337784881161
HPCAL1,7.159142942755238e-8,0.7074911640776285,0.726,0.422,0.0012947310011972848
L3MBTL4,7.170081518639876e-8,1.4834616319034801,0.301,0.089,0.0012967092426460216
TUBG1,7.207477587849544e-8,0.9964177734025074,0.47,0.217,0.00130347232176259
USP22,7.225235386479139e-8,0.5169985708691658,0.891,0.711,0.0013066838196447524
SUMF2,7.23461916738489e-8,0.5818625802697193,0.87,0.639,0.0013083808764215573
NDUFA9,7.290170698819838e-8,0.6988253450474953,0.744,0.517,0.0013184273708815677
E2F8,7.421835694085816e-8,1.6688979598563272,0.247,0.056,0.0013422389852754198
TOMM34,7.572835130023348e-8,1.0477581212836697,0.443,0.194,0.0013695472332647225
WDR27,7.590921852022853e-8,0.7783249081166146,0.614,0.328,0.001372818216938333
FKBP9,7.595986508153392e-8,0.7022965923021502,0.631,0.339,0.001373734159999541
GYS1,7.642133069910961e-8,0.7336497189235337,0.48,0.206,0.0013820797656933974
ACLY,7.650768102862956e-8,0.6332952101872972,0.551,0.25,0.0013836414114027657
