gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
SPRYD7,3.594502886062361e-5,0.6730057979217532,0.328,0.144,0.650065846944378
MFF,3.6038223257825594e-5,0.4211435492043391,0.742,0.511,0.6517512676177759
HPRT1,3.636323711131869e-5,0.5814997920399799,0.575,0.35,0.6576291431581984
ZBTB45,3.647222482138124e-5,0.8234908554077622,0.299,0.128,0.6596001858946797
SAP30,3.6558337539183735e-5,0.46691078052511314,0.443,0.228,0.6611575343961379
NDRG3,3.656812513603999e-5,0.5512752470471547,0.416,0.206,0.6613345430852833
RTL6,3.6596867829187574e-5,0.6450292698984814,0.313,0.139,0.6618543546908573
URB2,3.6672949995064775e-5,0.9456449908315068,0.227,0.078,0.6632303006607465
HSD17B12,3.678770933788355e-5,0.7188068238384042,0.307,0.133,0.665305723375624
AQP1,3.682320284625183e-5,0.8097037026525928,0.237,0.089,0.6659476234744643
NSMCE4A,3.682374261088225e-5,0.3977991261198757,0.746,0.511,0.6659573851178054
CDK16,3.707360838174693e-5,0.48362802822352413,0.72,0.472,0.6704762075838933
ZNF280D,3.7085150129311463e-5,0.6493193619121367,0.301,0.128,0.6706849400885978
DNAJC21,3.713929349453299e-5,0.3663546742560273,0.856,0.678,0.6716641228486291
DGAT2,3.7515636872509966e-5,1.480974848698688,0.186,0.056,0.6784702928393427
STX6,3.7516773001869265e-5,0.4896507448760936,0.563,0.333,0.6784908397388056
BSCL2,3.7760122851646076e-5,0.5002121232301882,0.54,0.311,0.6828918217720193
PRPSAP1,3.8158350713785795e-5,0.5690292943229305,0.639,0.394,0.6900937726588161
SERPINE2,3.8260419728620054e-5,0.7352843891666698,0.39,0.194,0.6919396907920937
ZNF777,3.8355934371157094e-5,0.9474006743607641,0.252,0.094,0.6936670731023761
LSM12,3.8572386839703455e-5,0.7709589711905722,0.28,0.111,0.697581615996037
UNC119B,3.857884492142805e-5,0.8098977159755099,0.301,0.133,0.6976984104040264
YARS2,3.8612267054632005e-5,0.39783686551867237,0.536,0.283,0.6983028496830198
ADAM9,3.8628122084636315e-5,0.4427781904717427,0.649,0.406,0.6985895879006477
ZNF180,3.895511180985599e-5,0.6727817511496998,0.373,0.178,0.7045031970812456
TMED1,3.912352431550203e-5,0.8389201976497633,0.328,0.15,0.7075489372458542
UBE2Z,3.91331820669241e-5,0.37700605949622146,0.718,0.461,0.7077235976803223
RBM25,3.9134077667536514e-5,0.4184273023763503,0.831,0.6,0.7077397946173979
ARHGEF10L,3.9390716757393333e-5,0.38791675627861677,0.891,0.678,0.7123811125574584
XRCC1,3.980041985838178e-5,0.5478368695882193,0.596,0.367,0.7197905931388344
RABGEF1,3.989048126302653e-5,0.5207325889025086,0.546,0.311,0.7214193536418347
ZNF888,3.991618710964257e-5,0.8230126602506562,0.254,0.094,0.7218842438778859
PARP1,3.993459211438619e-5,0.8898690237114515,0.332,0.156,0.7222170983886742
MED25,3.994474082678629e-5,0.39097095765742795,0.831,0.639,0.7224006378524301
TMC5,4.014450381321556e-5,0.4420477840972694,0.796,0.589,0.7260133514620034
NEDD1,4.0290295920792376e-5,0.5222932634652484,0.398,0.194,0.7286500017275301
UBE3C,4.0515712918283016e-5,0.4795908626067915,0.627,0.394,0.7327266681271484
UBE2D4,4.058641446488365e-5,0.6096298412953689,0.313,0.133,0.7340053055974208
MMACHC,4.063600313867315e-5,0.6881805017682674,0.202,0.061,0.7349021167629038
PSMD4,4.06504038446821e-5,0.6914414907011961,0.495,0.272,0.7351625535310757
ATF7IP,4.065354490131927e-5,0.5085191347441161,0.654,0.428,0.735219359540359
FNTA,4.071017981148221e-5,0.5423691480386057,0.427,0.217,0.7362436018906559
SAMD13,4.071347500841029e-5,0.48986430277422555,0.4,0.189,0.7363031955271001
EML2,4.081462011611446e-5,0.5338355550173326,0.672,0.428,0.73813240479993
LETMD1,4.085952372631641e-5,0.3743859725146187,0.654,0.394,0.7389444865904322
PHAX,4.123173564159655e-5,0.46008246885427173,0.577,0.328,0.7456759390782736
DNAJC30,4.154733438355932e-5,0.8361984581666309,0.245,0.089,0.7513835423266704
BID,4.192322671296723e-5,0.4786387490609677,0.672,0.422,0.7581815551040124
IMPAD1,4.199423377276404e-5,0.47587622779627103,0.627,0.411,0.7594657177804376
ELAC2,4.203609596199407e-5,0.49293941370996475,0.652,0.422,0.7602227954726628
ABL2,4.2319298082263e-5,0.8743397455151463,0.272,0.111,0.7653445058177264
EPB41L1,4.237550745173822e-5,0.591827630610191,0.452,0.239,0.7663610522646858
TTC5,4.242040045549001e-5,0.6627849267638832,0.27,0.106,0.7671729422375367
TMEM43,4.2435068552859884e-5,0.5179047829802186,0.52,0.294,0.767438214778471
EIF1AX,4.266094457964046e-5,0.6562384749236038,0.491,0.267,0.7715231827227977
GALNT3,4.2855145118649176e-5,0.5069450802467779,0.551,0.317,0.7750352994707703
ATPSCKMT,4.296928318214085e-5,0.6944608529797776,0.437,0.228,0.7770994863490173
SRSF10,4.311645724853389e-5,0.6548874880036042,0.381,0.183,0.7797611293397354
PUS3,4.3192373402907135e-5,0.727128047663061,0.315,0.139,0.7811340729915756
ELF2,4.3199574970063074e-5,0.48875806111353115,0.408,0.2,0.7812643133335907
POFUT1,4.320108165082094e-5,0.566955002824013,0.487,0.267,0.7812915616550967
RCN1,4.32095809820661e-5,0.7839509282473054,0.365,0.183,0.7814452720606654
CYB5RL,4.335057468816292e-5,0.9227855132358305,0.264,0.106,0.7839951432354264
ARHGEF38,4.342016334013236e-5,0.5699178837538088,0.563,0.328,0.7852536540062938
LARP1,4.3501386730584096e-5,0.5008711552156213,0.433,0.222,0.7867225790226133
HDAC1,4.3976098263536306e-5,0.30849524469863643,0.93,0.783,0.7953077370960541
CEP135,4.410487945973579e-5,0.8413371552874693,0.353,0.172,0.7976367450293218
IDE,4.428961023764387e-5,0.6053797249258419,0.491,0.272,0.8009776011477895
PWP1,4.502402569472318e-5,0.4953215104265506,0.598,0.367,0.8142595046890687
ST13,4.530926602250571e-5,0.6562776239010246,0.338,0.156,0.8194180760170158
PMS2,4.5470088378565584e-5,0.5287742674287419,0.342,0.156,0.8223265483263585
CCDC18,4.5502816052056996e-5,0.6459723569652254,0.243,0.089,0.8229184283014508
STEAP3,4.551359552400509e-5,0.5044419597001113,0.419,0.206,0.8231133750516321
RCC1,4.555876639742788e-5,0.6863165449086053,0.334,0.15,0.8239302902974832
YIF1A,4.561924886331854e-5,0.43307695840029936,0.6,0.356,0.8250241156931158
ELP5,4.573489574598666e-5,0.4510505578854621,0.643,0.406,0.8271155895661688
C1QTNF3,4.5764143394384756e-5,1.5424493784225737,0.167,0.044,0.8276445332874484
SLC30A6,4.643908745041105e-5,0.5135925363675178,0.468,0.244,0.8398508965406838
HES1,4.6478763529958854e-5,0.4365960216123429,0.849,0.672,0.8405684384393058
C9orf64,4.6492539137938986e-5,0.529275688957592,0.429,0.217,0.8408175703096266
KIAA0586,4.6573337335429063e-5,0.6284428896678298,0.256,0.094,0.8422788057112346
MSMO1,4.661122265197848e-5,0.8538868075984645,0.289,0.128,0.8429639616610307
GSPT2,4.6659620474672545e-5,1.0435510781842505,0.258,0.106,0.843839236284453
PTBP1,4.6833989827832603e-05,0.4756231428288639,0.59,0.344,0.8469927060363527
BLACAT1,4.7048199805124764e-5,1.3134064075758873,0.153,0.033,0.8508666934756813
AARSD1,4.7099046575149794e-5,0.7225316782156712,0.398,0.206,0.8517862573115841
ARMC1,4.711848221338565e-5,0.5025417924787876,0.39,0.189,0.8521377508290795
DMRT2,4.715445351508335e-5,1.086647278239051,0.204,0.067,0.8527882918202825
TARBP2,4.804527853137651e-5,0.5076571632601422,0.507,0.278,0.8688988622399442
DNMT1,4.806039134182767e-5,0.4293874496136733,0.619,0.389,0.8691721774169534
SPATA5,4.9322685864695834e-5,0.6309010586697066,0.342,0.156,0.8920007738630241
BMS1,4.956129415733596e-5,0.4681672127804128,0.67,0.428,0.8963160048354208
STIL,5.0085772413538904e-5,0.650971297527742,0.482,0.261,0.9058011940988511
ALG8,5.048498103262628e-5,0.8016229337194609,0.235,0.083,0.9130208819750463
AGTRAP,5.0523150473687205e-5,0.8280862683250807,0.348,0.167,0.9137111763166331
MCCC1,5.066001285171252e-5,0.5097843477960045,0.664,0.417,0.9161863324232209
UBXN8,5.07693212495171e-5,1.1051936957376385,0.179,0.05,0.9181631747975167
BTAF1,5.078081136101293e-5,0.4163741110736021,0.767,0.517,0.9183709734639188
UBXN11,5.129467819951362e-5,0.475485523232384,0.445,0.222,0.9276642552382038
PRXL2A,5.156920314074258e-5,0.36115898727047524,0.852,0.661,0.9326290388003295
RPP25,5.195745351448867e-5,0.4715647409430529,0.447,0.233,0.9396505468095275
EWSR1,5.202360827937115e-5,0.3814762612476561,0.73,0.478,0.9408469557324272
CDKN2C,5.209735923898549e-5,0.7400896883095465,0.258,0.1,0.9421807418370526
TGS1,5.2119200051175034e-5,0.4305044797280872,0.586,0.328,0.9425757329255005
THAP11,5.224611061262136e-5,0.41124938029862157,0.511,0.272,0.9448709104292573
PCBP4,5.2453164697873247e-5,0.47257540574689383,0.344,0.161,0.9486154835610376
STRIP2,5.254232500236781e-5,1.4486345086858257,0.159,0.039,0.9502279476678218
UTP18,5.306317145278223e-5,0.4112526424485441,0.604,0.361,0.9596474557235667
FIBP,5.3076059083431085e-5,0.4868812889909069,0.435,0.228,0.9598805285238512
GEMIN8,5.311871747642323e-5,1.151660677437798,0.169,0.044,0.9606520055611142
CCDC112,5.3907446471352386e-5,0.5886825881415281,0.297,0.122,0.9749161694344078
BEND3,5.403491844840557e-5,0.7059941075401484,0.208,0.067,0.9772215001394148
ZNF76,5.404996290936117e-5,0.41102041919543697,0.487,0.261,0.9774935792157968
PVR,5.41308508098664e-5,0.4871105114481279,0.476,0.261,0.9789564368964339
PRPF39,5.4327187273538504e-5,0.46431740981008435,0.732,0.489,0.9825071818419439
TMEM14A,5.434777522625353e-5,0.47102580672924077,0.542,0.294,0.9828795149667952
PTGR2,5.469261721413904e-5,0.491576634479872,0.264,0.1,0.9891159823177046
TAF6,5.4725803582910556e-5,0.7107408085623133,0.33,0.15,0.9897161577969374
HNRNPR,5.478888413133928e-5,0.5330268527241412,0.674,0.472,0.9908569695152708
ZDHHC6,5.48148367764654e-5,0.4586510512112692,0.604,0.372,0.9913263231023768
LRIG3,5.48424667365643e-5,0.3879709189123146,0.482,0.256,0.9918260109307654
PAFAH1B2,5.4894709398851334e-5,0.3752792859706644,0.755,0.489,0.9927708194782264
IVD,5.5514220136873144e-5,0.5462182260319994,0.52,0.289,1
CHERP,5.5688074485944464e-5,0.5031290110926481,0.637,0.383,1
MCM8,5.5940197025030334e-5,0.5513578390703455,0.33,0.15,1
POLR2F,5.603711543373617e-5,0.48237813007297625,0.697,0.461,1
AIMP1,5.6121181673902274e-5,0.4366911620880519,0.755,0.533,1
PPIE,5.643430229804692e-5,0.3920701589655504,0.658,0.406,1
SHQ1,5.659180120982078e-5,0.4455864488417416,0.344,0.156,1
DZIP3,5.659890208053163e-5,0.8650862737305474,0.278,0.117,1
COX7A2L,5.690828250911709e-5,0.3056697316930056,0.854,0.65,1
TRAF7,5.7016438234846995e-5,0.4105314051798039,0.707,0.472,1
ARSJ,5.705037378481774e-5,0.953913885818598,0.206,0.067,1
ENOSF1,5.7520567020801295e-5,0.4347627467201992,0.802,0.589,1
PSMF1,5.804708949696992e-5,0.36379904294939347,0.781,0.544,1
SLC12A9,5.827016220613569e-5,0.42253430329709785,0.522,0.283,1
AGMAT,5.8287865953259247e-5,0.5142180255960374,0.361,0.167,1
LPCAT1,5.8332126333970435e-5,0.47360277388440974,0.614,0.361,1
CTNNAL1,5.834220055650263e-5,0.8019359035400095,0.305,0.133,1
PSMB2,5.850473543192892e-5,0.629563787419606,0.507,0.294,1
CWC15,5.864721600680386e-5,0.3952663802095526,0.67,0.433,1
PSMD10,5.8702730385770495e-5,0.5824345141109235,0.627,0.4,1
WRN,5.8723594123450815e-5,0.5213032333077323,0.41,0.2,1
IGF1R,5.87511057896216e-5,0.6234304799618142,0.396,0.2,1
SRRD,5.8802350529762365e-5,0.6918399157775021,0.328,0.156,1
YDJC,5.891521726763769e-5,0.3593713215172454,0.546,0.3,1
DAG1,5.958177767319208e-5,0.39854747827841164,0.699,0.456,1
EHMT2,5.972466774028844e-5,0.4740086183832422,0.629,0.378,1
POLE,5.9905372520042445e-5,0.34472179928762603,0.631,0.378,1
WARS2,5.994967685838225e-5,0.9177067850229883,0.27,0.111,1
DEPDC1B,6.005598153745332e-5,1.022571444162283,0.227,0.083,1
VPS26B,6.0628724407406676e-5,0.5754695026239063,0.629,0.389,1
TDRD5,6.099995278737841e-5,2.2137433493304837,0.118,0.017,1
SNUPN,6.10484483083326e-5,0.5723131704112527,0.452,0.244,1
CHCHD6,6.148293521812823e-5,1.0202936836551486,0.204,0.067,1
JADE3,6.239941043308737e-5,0.7711929358357237,0.204,0.067,1
PRUNE2,6.25366712336064e-5,0.4259775809626105,0.664,0.433,1
WDR59,6.253861730368431e-5,0.42302274556402625,0.606,0.367,1
TSPAN12,6.274380949659627e-5,0.5395563526967098,0.575,0.356,1
PSMD2,6.281899832159754e-5,0.6282526946093119,0.315,0.139,1
MID1,6.302753894481536e-5,0.5859068546095831,0.435,0.222,1
SLX4IP,6.318640447948769e-5,0.6065947107966767,0.425,0.222,1
TCAIM,6.329838862128125e-5,0.5618436976367637,0.526,0.3,1
ZNF692,6.332031251538885e-5,0.5022534137279472,0.526,0.306,1
NAT10,6.385943103216855e-5,0.5995516633520286,0.466,0.25,1
RBIS,6.41262482930255e-5,0.523469767999339,0.289,0.122,1
EEF1AKNMT,6.447861561050797e-5,0.4489275655531928,0.551,0.317,1
NDUFB9,6.49406912675977e-5,0.2928243364017442,0.909,0.756,1
MDH1,6.505140137803336e-5,0.4780336011463867,0.476,0.256,1
APEH,6.51503394306302e-5,0.36919908427855136,0.736,0.55,1
C17orf49,6.568943507267397e-5,0.4604502874228007,0.548,0.306,1
DHX40,6.634449888554445e-5,0.44586422816222937,0.472,0.25,1
CTNNBL1,6.788502934388162e-5,0.2836052914375198,0.396,0.189,1
TTLL1,6.812520715821845e-5,1.390125355740453,0.165,0.044,1
FAM171A1,6.840115249006631e-5,0.7464337812458262,0.311,0.139,1
SYNJ2,6.864319130414818e-5,0.5679478197752199,0.429,0.228,1
NFYB,6.868076706733397e-5,0.49381510745256696,0.447,0.239,1
UTP15,6.883966870169772e-5,0.7057931899881749,0.256,0.1,1
NADK2,6.888736826445428e-5,0.4990249088259042,0.392,0.189,1
TRIM68,6.895742564535192e-5,0.7404392232360211,0.272,0.111,1
HECTD1,6.902553463009344e-5,0.26652285294710176,0.856,0.656,1
OSBPL10,6.906830335647591e-5,0.5511797960544942,0.282,0.117,1
DHFR,6.916708769123071e-5,0.5293612892399489,0.581,0.344,1
ZNF629,6.940601518382848e-5,0.9285020604096039,0.235,0.089,1
ERAL1,6.94993788195525e-5,0.5780759651540612,0.408,0.206,1
MFSD14A,6.97022943307348e-5,0.3388624260655666,0.447,0.222,1
NEMP2,7.003839151893568e-5,0.9423584399779044,0.186,0.056,1
CEP131,7.033066041580344e-5,0.5997841476017622,0.33,0.15,1
FDPS,7.035539523615629e-5,0.5934892020680138,0.544,0.328,1
CISH,7.054297057322279e-5,0.6578725042908735,0.433,0.233,1
LRRC14,7.061758679180138e-5,0.3587784400674816,0.689,0.461,1
PUM1,7.071179386840474e-5,0.37027391783024644,0.757,0.522,1
TBCD,7.171887954016148e-5,0.43851806883099553,0.466,0.25,1
TMEM189,7.175767199756256e-5,0.5539826510328181,0.466,0.256,1
SELENOH,7.176172348242607e-5,0.3053081172549854,0.911,0.761,1
SMARCB1,7.215908762588787e-5,0.3616384280162743,0.86,0.683,1
NSD2,7.233100649361052e-5,0.6185361740985872,0.493,0.267,1
RNASEH1,7.238080743925076e-5,0.6261736093044699,0.476,0.256,1
PPP1R35,7.258400529224419e-5,0.44701861430138107,0.788,0.561,1
PPP4C,7.298365037422373e-5,0.3933794131757047,0.845,0.65,1
NCAPH2,7.301703371521307e-5,0.6314748483823662,0.431,0.233,1
COX7C,7.348867839432409e-5,0.3970483934050587,0.835,0.706,1
CUL5,7.425201434035415e-5,0.42512985823413996,0.637,0.4,1
NEK4,7.425549204269314e-5,0.5181481078233704,0.468,0.25,1
WDR89,7.427156864908884e-5,0.5585565627527149,0.305,0.133,1
TRNT1,7.428455922142998e-5,0.5625553802182186,0.546,0.322,1
DDX46,7.445775431403911e-5,0.4049631406291024,0.765,0.539,1
G6PD,7.467835006890257e-5,0.8548148898666985,0.315,0.144,1
GORASP1,7.518435802580235e-5,0.44651145348097965,0.561,0.333,1
RRP1B,7.521438432189359e-5,0.3836831086820742,0.427,0.211,1
KPTN,7.551970222211826e-5,0.7182166824027236,0.266,0.106,1
ORAI1,7.566191693847374e-5,0.5794995014328452,0.365,0.178,1
TIMM17A,7.629451189983026e-5,0.5604803654034087,0.464,0.244,1
SRRM1,7.64689683801864e-5,0.403143135703662,0.802,0.656,1
GGCX,7.661678050035086e-5,0.715454848431508,0.194,0.061,1
TAF1A,7.666232994797796e-5,0.9737000313458024,0.227,0.083,1
BABAM1,7.716944234408625e-5,0.4586411718771094,0.705,0.472,1
EMG1,7.740132615597485e-5,0.38469402858459956,0.555,0.311,1
FBXW8,7.868102220433863e-5,0.5437407409416374,0.522,0.306,1
BTBD6,7.91624670035953e-5,0.5017662306566405,0.623,0.383,1
MED22,7.959402591141277e-5,0.4379931644776922,0.551,0.3,1
GNL1,7.966253992669242e-5,0.6316442153641375,0.313,0.144,1
ATRX,8.022123815009947e-5,0.36382587951074014,0.8,0.561,1
DDC,8.063820607189488e-5,2.018155120130162,0.124,0.022,1
CRCP,8.06445488885907e-5,0.40309736561543724,0.674,0.406,1
UGGT1,8.074615804835383e-5,0.3602010765297208,0.676,0.422,1
RNMT,8.085686515583006e-5,0.5584781011064738,0.489,0.272,1
SETDB1,8.102366932870031e-5,0.4570896095086926,0.711,0.472,1
HASPIN,8.10462618119838e-5,0.8745552459383479,0.202,0.067,1
TLE1,8.143964987948613e-5,0.44012780980048893,0.649,0.394,1
MARCH9,8.195297654149001e-5,0.3972883948184147,0.466,0.239,1
KIAA0895,8.198510116966437e-5,1.252194214993842,0.157,0.039,1
POLR3C,8.306837306681702e-5,0.5376848209409322,0.394,0.2,1
NOMO1,8.392088153091377e-5,0.4876237797178913,0.48,0.256,1
TIPARP,8.436461983030741e-5,0.4299735896213095,0.346,0.156,1
PGM2,8.586945592277822e-5,0.4573287735679452,0.452,0.244,1
SMYD3,8.603509486837878e-5,0.674053667068852,0.254,0.1,1
GANAB,8.610445399695648e-5,0.9756280736987386,0.198,0.067,1
INPP5E,8.618758923363486e-5,0.3789140584059305,0.406,0.2,1
ZNF706,8.622142981370682e-5,0.692487300221377,0.34,0.161,1
DHX37,8.6310563188944e-5,0.4284184189835287,0.462,0.239,1
ARHGAP21,8.675430051504724e-5,0.43760533195412665,0.532,0.311,1
SPATA20,8.685799203681302e-5,0.401348708868143,0.816,0.639,1
MTF2,8.692540215543944e-5,0.45384315568168704,0.643,0.394,1
FAM135A,8.715274334937273e-5,0.5259615707711001,0.431,0.228,1
ELP4,8.754289019578853e-5,0.7039918130042289,0.392,0.2,1
SCRIB,8.809689851834518e-5,0.4316418600228552,0.691,0.467,1
SARS,8.837721986507557e-5,0.5351192074949065,0.402,0.206,1
CCL20,8.915701891311672e-5,0.8832848729758356,0.546,0.356,1
EVI5,8.954198973216108e-5,0.44600148559055935,0.604,0.361,1
CLBA1,8.95979203250141e-5,1.212271468436199,0.202,0.072,1
RNF26,8.981907550881128e-5,0.6734386145693674,0.309,0.139,1
FASTKD1,9.012648762546851e-5,0.4959269947469458,0.511,0.283,1
PRPF38B,9.024738871158231e-5,0.35432293343451554,0.761,0.544,1
CRPPA,9.067654563731996e-5,0.918691705276828,0.208,0.072,1
PDIA3,9.082807301547189e-5,0.5006171844524724,0.703,0.522,1
FAM120C,9.093410064195672e-5,0.8394182755011761,0.311,0.144,1
CCDC183,9.161333227130919e-5,0.7616126166990758,0.445,0.25,1
SH3TC2,9.162422906707576e-5,1.173315661650995,0.165,0.044,1
CDKAL1,9.211700022472124e-5,0.48356985066622826,0.487,0.261,1
TMEM70,9.242530667504011e-5,0.5731625447628035,0.359,0.172,1
STK26,9.2790851514723e-5,0.4591213845377746,0.377,0.178,1
DPY19L4,9.370861982308754e-5,0.6847037980239394,0.359,0.172,1
CNIH1,9.407691097540764e-5,0.49651805841516405,0.503,0.278,1
CDC42BPB,9.431611904196652e-5,0.4648819670298904,0.713,0.489,1
SEC14L2,9.476199441205233e-5,1.1878005986343472,0.126,0.022,1
CRYBG1,9.512131287871553e-5,0.31396072500089744,0.864,0.711,1
SEC11A,9.534234512357891e-5,0.3883520323233606,0.812,0.628,1
TRIT1,9.580036761625411e-5,0.420027101465815,0.47,0.25,1
SDHAF4,9.5965226050675e-5,0.4792275392578358,0.489,0.267,1
THOC2,9.645914666334752e-5,0.4033185842289406,0.699,0.483,1
NMNAT3,9.64924700284313e-5,0.7569883375888904,0.311,0.139,1
ATF7,9.739990098719733e-5,0.5416718216648497,0.414,0.222,1
PLA2G6,9.754900004800008e-5,0.4914095789230781,0.363,0.172,1
NDUFB6,9.756238439822672e-5,0.4670430373825676,0.786,0.622,1
C7orf25,9.804559539827239e-5,0.681101553343292,0.396,0.2,1
STARD4,9.807308554917006e-5,0.5103627379538336,0.375,0.183,1
RECQL5,9.808238714575198e-5,0.48619490697059464,0.406,0.206,1
NAA30,9.875256340849226e-5,0.48648099265906475,0.429,0.228,1
SLC39A4,9.897840686578177e-5,0.7736704998518125,0.276,0.117,1
ARHGAP44,9.921203461806296e-5,0.3869540441609137,0.757,0.55,1
PSMG4,1.0010243980545013e-4,0.5902382657677556,0.295,0.128,1
PPP4R3B,1.0015062796849184e-4,0.4981203428906026,0.598,0.389,1
ZCCHC4,1.0056410414012204e-4,0.5046121653409412,0.336,0.161,1
SOCS7,1.0113986583551966e-4,0.6345356373005706,0.351,0.172,1
RNF141,1.0120371165463853e-4,0.38704265970723345,0.594,0.35,1
VCP,1.0227856936540287e-4,0.6118073587985158,0.429,0.222,1
CEP295,1.0240158916690858e-4,0.7118479909751154,0.289,0.128,1
GIPC2,1.0333226074189466e-4,0.3312281351836686,0.596,0.35,1
NYNRIN,1.042351959988954e-4,0.7406961038441844,0.309,0.144,1
RAB11FIP4,1.0429780371272999e-4,0.413181229100702,0.705,0.45,1
EMD,1.0461705514006896e-4,0.49377511925703843,0.571,0.333,1
PPIG,1.0484029608739933e-4,0.4870834974285674,0.664,0.433,1
PPWD1,1.0511619221140604e-4,0.42599261307459274,0.687,0.428,1
DDX23,1.0515649008982206e-4,0.3854505474754742,0.713,0.494,1
SYT13,1.0522798020491547e-4,0.8076522565335416,0.289,0.128,1
RNPS1,1.0535468197276359e-4,0.5670729759798013,0.542,0.311,1
ZNF277,1.054579719500827e-4,0.40904886141302677,0.421,0.211,1
PDSS2,1.0587451641684181e-4,0.45197094511164204,0.476,0.256,1
TM9SF1,1.0595487983914468e-4,0.3163246896557905,0.645,0.383,1
AQR,1.0624897406639886e-4,0.5513375528374709,0.542,0.328,1
KIF2A,1.0643474050403989e-4,0.37672142138181175,0.487,0.256,1
CEBPZ,1.0651198084844876e-4,0.42978378951894275,0.635,0.422,1
C12orf57,1.0655712141670585e-4,0.2811206936477777,0.862,0.694,1
RNF215,1.0704406834343908e-4,0.6060782321421976,0.258,0.1,1
DBF4B,1.0749338621133217e-4,0.8276266039792817,0.2,0.067,1
AFG3L2,1.0752983712980063e-4,0.28730159459357407,0.804,0.622,1
SELENOI,1.0753973047957638e-4,0.5285108791395896,0.402,0.211,1
FAM111A,1.088569043546537e-4,0.35408959592045486,0.864,0.739,1
HIST1H2AE,1.0921301090633975e-4,0.785399406480856,0.318,0.15,1
HDDC2,1.0966081664072139e-4,0.6973942323868567,0.34,0.167,1
CHRM3,1.1004023300870117e-4,0.8115792240443236,0.198,0.067,1
SGMS1,1.1024952929627222e-4,0.6475208497133897,0.375,0.194,1
RAD51B,1.1059445388064411e-4,0.45468259767262065,0.493,0.278,1
NF1,1.1093556189025574e-4,0.4254706631705458,0.625,0.394,1
CCDC138,1.1109061922654208e-4,0.7225638815982038,0.249,0.1,1
TMCO4,1.1139824015408333e-4,0.4460740310184459,0.482,0.267,1
ZBED5,1.114726592312563e-4,0.563588162523755,0.513,0.3,1
POLK,1.1160490473458308e-4,0.44457956548297684,0.47,0.261,1
DNM1L,1.1163875112211396e-4,0.35498684271938097,0.701,0.467,1
POP5,1.1203041850976406e-4,0.5785617577336044,0.569,0.367,1
DYRK4,1.1211177970345126e-4,0.5612670452765098,0.324,0.15,1
RBM4B,1.1265304203496196e-4,0.7086928732485025,0.272,0.117,1
SART1,1.1289397493859865e-4,0.549079833730133,0.536,0.322,1
DDX42,1.13661893578887e-4,0.4556480386859738,0.641,0.411,1
ANO1,1.139236653347352e-4,0.8467962205047868,0.326,0.161,1
TMEM92,1.1433941660638056e-4,0.8347301743563769,0.206,0.072,1
USP37,1.1478895101913669e-4,0.5734297566971229,0.396,0.2,1
SMIM26,1.1492889716650338e-4,0.4562246103828407,0.602,0.361,1
FAM81A,1.1544795588044055e-4,1.354065329267427,0.134,0.028,1
PTPN4,1.156449798673276e-4,0.41338333128318117,0.464,0.25,1
CCDC171,1.173390861645794e-4,0.7313331779523446,0.357,0.178,1
GALNT11,1.1737442336679987e-4,0.6757366802078919,0.32,0.15,1
SNX7,1.1781444635496325e-4,0.5293176134979731,0.355,0.178,1
CLPX,1.1822746456966909e-4,0.47583145111289715,0.515,0.294,1
GEMIN7,1.1832797692275394e-4,0.33740330225884047,0.598,0.356,1
SFXN2,1.1884891361511692e-4,0.8142326934608946,0.264,0.117,1
TOM1L1,1.1890047750418691e-4,0.49985653916517964,0.703,0.483,1
CTSE,1.1899285044494248e-4,0.8346670089963393,0.464,0.283,1
ZNF181,1.2065462053095025e-4,1.0110072500303384,0.169,0.05,1
NDUFA8,1.2096108705939464e-4,0.489922400427194,0.596,0.372,1
C1orf131,1.2133665256048401e-4,0.5637545917370756,0.344,0.161,1
GIT1,1.2163438411147717e-4,0.4667221059516913,0.555,0.317,1
NDUFV3,1.22322114745041e-4,0.46519515362267805,0.691,0.472,1
ZNF740,1.230594521328951e-4,0.49846341311101533,0.569,0.344,1
FBXL19,1.2312172297034187e-4,0.5702545799218457,0.373,0.183,1
SRXN1,1.2370904247659242e-4,0.38430535130242205,0.474,0.261,1
BORCS7,1.2378248515169143e-4,0.5423620460679035,0.39,0.206,1
KRTCAP2,1.2390294533265973e-4,0.3923233810751855,0.621,0.383,1
CCNE1,1.2439961066149901e-4,0.6614276524266187,0.227,0.083,1
FOXRED1,1.2483557706396558e-4,0.8581264562630704,0.262,0.111,1
FBXL8,1.255743791529346e-4,0.5325564116902763,0.513,0.294,1
VARS2,1.2725703987300063e-4,0.35296290078281045,0.495,0.272,1
ZNF32,1.272784594420455e-4,0.49046984079736267,0.431,0.228,1
UQCRC1,1.272932919782673e-4,0.2552247877979763,0.963,0.833,1
CNN2,1.2795474205586405e-4,0.32684075325723927,0.839,0.65,1
CNOT11,1.284399439695694e-4,0.37855331304781964,0.796,0.617,1
HDGFL2,1.2875149561102027e-4,0.38884417058790266,0.454,0.239,1
PRMT5,1.2957932359004566e-4,1.167647174162473,0.223,0.089,1
CWC27,1.2972364466482688e-4,0.5149607626612913,0.427,0.233,1
NBAS,1.299994065852149e-4,0.4751605008319228,0.59,0.35,1
ZNF22,1.3017051231581096e-4,0.6143688739156522,0.546,0.333,1
TSPYL4,1.302725225397009e-4,0.6710525895844708,0.334,0.161,1
