p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,delta_pct
4.760668222269871e-134,0.11289884493111876,0.113,0.366,8.609668479975061e-130,5,FAM174B,-0.253
5.454682494072558e-134,0.7063977829572854,0.177,0.489,9.864793290530221e-130,5,MOB2,-0.312
5.527507366662894e-134,0.303254597385755,0.08,0.31,9.996497072609844e-130,5,FBRSL1,-0.22999999999999998
5.619502172294976e-134,0.15552671490023462,0.045,0.247,1.0162869678595464e-129,5,UTP3,-0.202
6.077607165760494e-134,0.14273518269841268,0.049,0.253,1.0991352559277853e-129,5,MPG,-0.20400000000000001
6.135074033697073e-134,0.3174847084005523,0.07,0.291,1.1095281389941157e-129,5,ARL14EP,-0.22099999999999997
7.143119951336018e-134,0.34356168812936544,0.081,0.312,1.2918332431991189e-129,5,MGA,-0.23099999999999998
7.804951635912276e-134,0.01903580786168435,0.04,0.237,1.4115255033547353e-129,5,NUP93,-0.19699999999999998
8.708501894131557e-134,0.29909527148012116,0.145,0.422,1.574932567553692e-129,5,CCDC71L,-0.277
8.978381608524785e-134,0.02761329832486914,0.043,0.241,1.6237403139017073e-129,5,WWP1,-0.198
9.117929130586114e-134,0.2305478698807032,0.062,0.277,1.6489774832664988e-129,5,KNOP1,-0.21500000000000002
9.487461277166148e-134,0.4999379739362889,0.091,0.331,1.715807371975498e-129,5,TMTC2,-0.24000000000000002
1.0009812177434152e-133,0.09768433600669157,0.059,0.271,1.8102745322889665e-129,5,RPAP1,-0.21200000000000002
1.1600477952841661e-133,0.1269976073323864,0.061,0.274,2.0979464377714144e-129,5,CSRNP2,-0.21300000000000002
1.3933373521788914e-133,0.21021118963593383,0.085,0.317,2.5198506014155252e-129,5,ZHX2,-0.23199999999999998
1.4011848883868766e-133,0.4159676702992101,0.105,0.354,2.5340428706476664e-129,5,BCL9L,-0.249
2.369379069441305e-133,0.058761880321242854,0.042,0.239,4.2850220470846e-129,5,CBLL1,-0.19699999999999998
2.6548937376430634e-133,0.03968996807580849,0.039,0.234,4.80137532452748e-129,5,TSC22D1,-0.195
2.7170509499092155e-133,0.1746292263649667,0.049,0.252,4.913786642910816e-129,5,CENPC,-0.203
3.851111314001841e-133,0.20004804591424863,0.048,0.25,6.96473481137233e-129,5,TTC9C,-0.202
3.938981314862945e-133,0.4380579041592453,0.109,0.361,7.123647707929637e-129,5,FNBP1,-0.252
4.869169624044142e-133,0.10489816564101795,0.052,0.258,8.805893265083831e-129,5,ZNF32,-0.20600000000000002
5.066998322854535e-133,0.4685372147225342,0.192,0.515,9.163666466882427e-129,5,EID1,-0.323
5.4028892627348925e-133,0.09728168580491325,0.047,0.249,9.771125231656053e-129,5,PSMC1,-0.202
5.452301187579563e-133,0.18370337543604776,0.056,0.265,9.86048669773764e-129,5,JMY,-0.20900000000000002
5.644425778830034e-133,0.18949609820746072,0.061,0.275,1.0207944021014117e-128,5,VKORC1L1,-0.21400000000000002
6.025728975879347e-133,0.02747401823589457,0.042,0.24,1.0897530852877799e-128,5,CDK11B,-0.19799999999999998
6.734079969260394e-133,0.21369834810928823,0.051,0.257,1.2178583624407422e-128,5,ZNF148,-0.20600000000000002
7.509544387827135e-133,0.19081631430211754,0.048,0.25,1.3581011025385373e-128,5,WDFY3,-0.202
9.715851829945528e-133,0.11874648995585857,0.056,0.264,1.7571118034456488e-128,5,SGPP1,-0.20800000000000002
9.868961182830473e-133,0.16743255109766375,0.053,0.26,1.784801629914891e-128,5,DCK,-0.20700000000000002
1.1117424739154566e-132,0.0731964179797906,0.044,0.243,2.0105862640761034e-128,5,AGL,-0.199
1.1396024266162769e-132,0.05941702033936158,0.05,0.254,2.0609709885355366e-128,5,CYP4V2,-0.20400000000000001
1.2122995698716807e-132,0.1839291954919655,0.051,0.255,2.1924437721129346e-128,5,POGLUT1,-0.20400000000000001
1.2471561615173719e-132,0.23912993017305129,0.073,0.295,2.255481918104167e-128,5,MIF4GD,-0.22199999999999998
1.3249406638344386e-132,0.16949858446611432,0.048,0.25,2.396155190544582e-128,5,DHX33,-0.202
1.3452458795526171e-132,0.2955288675501443,0.051,0.255,2.432877173170908e-128,5,FAF2,-0.20400000000000001
1.7141000044505804e-132,0.21485902482651742,0.049,0.251,3.099949858048875e-128,5,GTF2A1,-0.202
2.1002142127433465e-132,0.32968175883050244,0.059,0.27,3.798237403746342e-128,5,DOCK9,-0.21100000000000002
2.2809376732174838e-132,0.4430446364479307,0.09,0.327,4.1250757820138197e-128,5,FLCN,-0.23700000000000002
2.3932754730807567e-132,0.18497072235147993,0.069,0.287,4.3282386930665487e-128,5,RPUSD1,-0.21799999999999997
2.7490152092039246e-132,0.16264461092534033,0.066,0.283,4.971594005845298e-128,5,FAM8A1,-0.21699999999999997
2.925950648990228e-132,0.006181546438274621,0.049,0.251,5.291581748698827e-128,5,ARL8A,-0.202
3.112962236864678e-132,0.03059337116609595,0.041,0.238,5.629792205369769e-128,5,EMC3,-0.19699999999999998
3.6838193558220155e-132,2.4827310075736797e-4,0.049,0.251,6.662187305004114e-128,5,AARSD1,-0.202
4.097971463366967e-132,0.29419883779845524,0.048,0.249,7.41118139149916e-128,5,ADCY3,-0.201
4.188816475378018e-132,0.28553265460297916,0.054,0.261,7.575474595721146e-128,5,MAPRE2,-0.20700000000000002
7.29901941987371e-132,0.1189393621960404,0.051,0.254,1.3200276620841604e-127,5,FBXO38,-0.203
7.34680264061647e-132,0.19607089166285707,0.054,0.261,1.3286692575554886e-127,5,PCGF2,-0.20700000000000002
7.566362195535587e-132,0.014850050592577713,0.052,0.257,1.3683766030626108e-127,5,TNFRSF10D,-0.20500000000000002
8.299570082905247e-132,0.11807546618218154,0.088,0.319,1.500977249493414e-127,5,PIM2,-0.231
1.0885828827507839e-131,0.05712509031549318,0.046,0.245,1.9687021434547926e-127,5,RAE1,-0.199
1.2001075359114214e-131,0.013777398224076531,0.049,0.251,2.1703944786958057e-127,5,SCYL3,-0.202
1.2374284021567124e-131,0.19045683294012206,0.071,0.291,2.2378892653004144e-127,5,PROSER3,-0.21999999999999997
1.2575318602153263e-131,0.34110549988358335,0.132,0.401,2.2742463691994176e-127,5,HOXB3,-0.269
1.2610768331725816e-131,0.19542197760380342,0.074,0.295,2.280657452792614e-127,5,BTN2A1,-0.22099999999999997
1.2831905859498622e-131,0.1237260668593283,0.065,0.28,2.320650174690326e-127,5,NT5C3B,-0.21500000000000002
1.378488843131893e-131,0.17647998386103225,0.046,0.244,2.4929970728040286e-127,5,MED12,-0.198
1.462443008676859e-131,0.17354026662864563,0.041,0.237,2.6448281811920995e-127,5,COPS9,-0.19599999999999998
1.5052237212569677e-131,0.16926734090496853,0.077,0.3,2.722197099893226e-127,5,PIK3IP1,-0.22299999999999998
1.5103179511963822e-131,0.034947288894853656,0.049,0.25,2.7314100147386575e-127,5,CIAO3,-0.201
1.539303029763506e-131,0.032912093647569085,0.038,0.231,2.7838295293273007e-127,5,TAB3,-0.193
1.5734254905984867e-131,0.15701456075043807,0.048,0.249,2.8455399997473633e-127,5,ZNF277,-0.201
1.6886197366129778e-131,0.30207821044143235,0.063,0.276,3.0538687936645703e-127,5,OSBPL8,-0.21300000000000002
1.771905513399059e-131,0.2613131887155318,0.059,0.269,3.2044911209821985e-127,5,CRYZ,-0.21000000000000002
1.79075331601619e-131,0.02913617022758963,0.055,0.262,3.2385773720152796e-127,5,EME2,-0.20700000000000002
2.5480122261206237e-131,0.25720706787295033,0.057,0.264,4.6080801109391476e-127,5,STK3,-0.20700000000000002
2.571490786526841e-131,0.30690542641753593,0.076,0.299,4.650541087433792e-127,5,PHF19,-0.22299999999999998
2.9274361423304196e-131,0.34236304583709765,0.05,0.253,5.294268263404564e-127,5,NAGK,-0.203
3.1200982664205774e-131,0.3153359867319607,0.069,0.287,5.642697714821615e-127,5,COMMD5,-0.21799999999999997
3.6182410767478874e-131,0.16800693048445647,0.05,0.253,6.5435889872985545e-127,5,ZKSCAN8,-0.203
3.8607924199024276e-131,0.08750001650661998,0.044,0.241,6.98224309139354e-127,5,PRKCI,-0.197
4.1473918597516527e-131,0.23503507793319345,0.063,0.275,7.500558178360864e-127,5,OAS3,-0.21200000000000002
4.530889414560645e-131,0.1923554087531989,0.056,0.263,8.194113506232927e-127,5,IPO9,-0.20700000000000002
4.538600075914549e-131,0.15386927477113455,0.065,0.279,8.208058237291463e-127,5,CARD19,-0.21400000000000002
4.731365757333165e-131,0.3307844314566273,0.078,0.304,8.55667497213703e-127,5,USP6NL,-0.22599999999999998
5.58709758679251e-131,0.5699088124788735,0.111,0.363,1.0104265985714254e-126,5,HDAC7,-0.252
5.640037675482678e-131,0.31936776345431983,0.066,0.281,1.0200008136110423e-126,5,SLC25A28,-0.21500000000000002
6.368679859351136e-131,0.11112461789064287,0.045,0.242,1.1517757525636529e-126,5,METTL16,-0.197
6.640646993270196e-131,0.023541017309457457,0.054,0.259,1.2009610087329149e-126,5,NOM1,-0.20500000000000002
6.722931940703126e-131,0.02126147542455037,0.053,0.258,1.2158422414761602e-126,5,TADA2A,-0.20500000000000002
7.193249171311262e-131,0.3270450894078242,0.063,0.275,1.3008991126316417e-126,5,CASP4,-0.21200000000000002
7.823737879610289e-131,0.2895823191322797,0.072,0.292,1.4149229955275208e-126,5,STIM1,-0.21999999999999997
7.901296720300303e-131,0.06405464340826916,0.044,0.241,1.4289495118663098e-126,5,SUCO,-0.197
8.4950827547605205e-131,0.003618404920947338,0.044,0.241,1.53633571619844e-126,5,MAPK1IP1L,-0.197
8.631897409274065e-131,0.3194130020750409,0.088,0.321,1.5610786464672146e-126,5,ZNF141,-0.233
8.763399576262904e-131,0.2252323943539638,0.066,0.281,1.5848608133671463e-126,5,DAPK1,-0.21500000000000002
1.2336433369693551e-130,0.3299895866923381,0.081,0.309,2.231043974909079e-126,5,SELENON,-0.22799999999999998
1.2468215820895435e-130,0.18646028990270658,0.042,0.238,2.2548768312089393e-126,5,PTS,-0.19599999999999998
1.3778317625657543e-130,0.09239164643127706,0.045,0.242,2.4918087426001665e-126,5,ZNF514,-0.197
1.4923337212514771e-130,0.19587871038286775,0.071,0.289,2.6988855348832964e-126,5,DNAJB2,-0.21799999999999997
1.7959607671095672e-130,0.17574984053792891,0.084,0.311,3.247995047317652e-126,5,TNFRSF12A,-0.22699999999999998
1.918819098590113e-130,0.5143167119702896,0.148,0.429,3.470184339800219e-126,5,INPP5B,-0.281
2.0089191654951304e-130,0.25420168636037466,0.049,0.25,3.633130310797943e-126,5,TPMT,-0.201
2.3055184151560274e-130,0.07359631115997223,0.048,0.247,4.169530053809676e-126,5,DRG2,-0.199
2.6913102859965297e-130,0.09151511233184029,0.051,0.253,4.867234652224724e-126,5,KANSL1L,-0.202
3.200551003609022e-130,0.27879163447028055,0.045,0.242,5.7881964900269165e-126,5,TRAF3IP1,-0.197
3.444065216794209e-130,0.13266332165657624,0.051,0.254,6.228591944572327e-126,5,TEX2,-0.203
3.800199381690383e-130,0.1382235985861182,0.06,0.269,6.872660581787057e-126,5,SCMH1,-0.20900000000000002
4.274465664946733e-130,0.16204449381067398,0.053,0.256,7.730371155056167e-126,5,RSU1,-0.203
4.504808864483879e-130,0.2161710263136981,0.081,0.307,8.146946831419095e-126,5,VMAC,-0.22599999999999998
6.160956905151755e-130,0.39943789913185584,0.124,0.385,1.1142090562966948e-125,5,MSTO1,-0.261
7.06480475107185e-130,0.37635969129543445,0.103,0.347,1.277669939231344e-125,5,NCAPD3,-0.244
7.671917649896834e-130,0.02590694185876008,0.046,0.243,1.3874663069838423e-125,5,GMPPA,-0.197
7.76040579550551e-130,0.09058138600361987,0.07,0.286,1.4034693881171715e-125,5,NDUFAF2,-0.21599999999999997
7.936059119785124e-130,0.09099864196270047,0.039,0.23,1.4352362918131397e-125,5,CFAP20,-0.191
8.70548299320557e-130,0.008465090507931317,0.045,0.242,1.5743865993212275e-125,5,ABHD5,-0.197
9.448017164041084e-130,0.4122392582363971,0.12,0.376,1.70867390411683e-125,5,ENKD1,-0.256
9.892205429380427e-130,0.18665170933068076,0.054,0.258,1.78900535190345e-125,5,EARS2,-0.20400000000000001
1.0986678676417032e-129,0.031045779513905858,0.04,0.231,1.9869408386300202e-125,5,INCENP,-0.191
1.2501554142594574e-129,0.3687177107047388,0.072,0.29,2.260906066688229e-125,5,RARA,-0.21799999999999997
1.2635430583850295e-129,0.40419619496292725,0.064,0.276,2.2851176210893258e-125,5,JAK2,-0.21200000000000002
1.4366753509653113e-129,0.29136737977126026,0.064,0.276,2.5982273722207657e-125,5,PTRHD1,-0.21200000000000002
1.898018239504153e-129,0.03302949469575256,0.041,0.234,3.4325659861432605e-125,5,ERG28,-0.193
2.3178457437912444e-129,0.006474719719867572,0.04,0.233,4.1918240276464656e-125,5,RNF11,-0.193
2.351767465200326e-129,0.080144040232459135,0.05,0.25,4.2531714608147896e-125,5,LIG3,-0.2
2.4424111126754264e-129,0.364674042412378,0.07,0.286,4.4171004972735087e-125,5,PHF1,-0.21599999999999997
2.4619030840359915e-129,0.10416101592255733,0.065,0.278,4.4523517274790905e-125,5,ZSCAN32,-0.21300000000000002
3.218968276404431e-129,0.07277725582781014,0.057,0.263,5.821504127877413e-125,5,RTL10,-0.20600000000000002
3.6364971415176707e-129,0.34351975756536324,0.066,0.28,6.576605080434707e-125,5,RALB,-0.21400000000000002
4.149120110014709e-129,0.17493561768215915,0.076,0.297,7.503683718961601e-125,5,CBX4,-0.22099999999999997
4.1688722858952726e-129,0.24220766708076147,0.066,0.278,7.539405529041601e-125,5,CCDC9B,-0.21200000000000002
4.4446111674101886e-129,0.015440854024035833,0.04,0.231,8.038079296261326e-125,5,LEPROT,-0.191
5.468137570132922e-129,0.38799092996254625,0.076,0.297,9.88912679558539e-125,5,SYS1,-0.22099999999999997
5.768687511662856e-129,0.02517045172290766,0.057,0.261,1.0432671364842275e-124,5,WDR5,-0.20400000000000001
6.70150606965164e-129,0.14476963759005446,0.056,0.26,1.2119673726964992e-124,5,MTMR4,-0.20400000000000001
6.89299393717319e-129,0.23077813649979184,0.058,0.264,1.2465979535377713e-124,5,INPP5K,-0.20600000000000002
7.447012870154781e-129,0.314222928305407,0.066,0.278,1.346792277567492e-124,5,ALG14,-0.21200000000000002
7.958263710678956e-129,0.13007292277565308,0.064,0.274,1.4392519920762893e-124,5,ZNF862,-0.21000000000000002
9.917566735667833e-129,0.14883534543334553,0.04,0.232,1.7935919441455274e-124,5,PPME1,-0.192
1.3760439736502444e-128,0.23287311379943976,0.065,0.277,2.488575526346467e-124,5,SNUPN,-0.21200000000000002
1.4434935136205706e-128,0.17204488050435707,0.057,0.261,2.610558019382802e-124,5,CERS5,-0.20400000000000001
1.4584390440433844e-128,0.018387862573213454,0.059,0.265,2.6375870111524606e-124,5,NOP9,-0.20600000000000002
1.7020779330488503e-128,0.18599218853393973,0.051,0.251,3.0782079419188456e-124,5,RASSF1,-0.2
1.9089478325751952e-128,0.4290349580903385,0.087,0.317,3.4523321552122406e-124,5,SDC3,-0.23
2.0344151201815444e-128,0.2882085545477747,0.067,0.28,3.679239744848323e-124,5,LINS1,-0.21300000000000002
2.2650935790551587e-128,0.06205277531606179,0.042,0.233,4.096421737721255e-124,5,PHF21A,-0.191
2.4874896584534253e-128,0.4139714761370541,0.099,0.338,4.4986250473130195e-124,5,ARHGEF10,-0.23900000000000002
3.8804662892236866e-128,0.09750582991448331,0.043,0.236,7.017823284061037e-124,5,C2CD2L,-0.193
4.0402440810862835e-128,0.10547479593979259,0.045,0.24,7.306781420644544e-124,5,FAM114A2,-0.195
4.673941416945621e-128,0.18812377772606048,0.053,0.255,8.452823052546154e-124,5,ZNF142,-0.202
5.615237613359949e-128,0.07767319534002759,0.043,0.237,1.0155157223761468e-123,5,RITA1,-0.194
6.088930968620144e-128,0.09205042195200108,0.043,0.236,1.1011831656749531e-123,5,SPATA5,-0.193
7.221038744248646e-128,0.08261427546469102,0.048,0.245,1.3059248568973677e-123,5,PIP4K2C,-0.197
7.653522963251603e-128,0.06671341793576335,0.049,0.247,1.3841396279040524e-123,5,RNF8,-0.198
7.689987731492826e-128,0.01458176739222794,0.046,0.24,1.3907342812404775e-123,5,UBN2,-0.194
8.58574363395956e-128,0.2427379734163015,0.085,0.311,1.5527317362015865e-123,5,APOL1,-0.22599999999999998
9.746441715127369e-128,0.25937954189497225,0.051,0.251,1.7626439841807846e-123,5,MDN1,-0.2
1.1332368967092424e-127,0.18591167788396823,0.049,0.246,2.049458927698665e-123,5,ULK4,-0.197
1.2652891147983013e-127,0.09917298556915288,0.067,0.278,2.288275364112728e-123,5,CNP,-0.21100000000000002
1.2684816374535008e-127,0.06518150885807983,0.048,0.244,2.2940490413346562e-123,5,BORCS7,-0.196
1.269993695388693e-127,0.09195917464082992,0.043,0.236,2.2967835981104513e-123,5,KIAA0753,-0.193
1.3883940427995874e-127,0.0606378532655123,0.047,0.243,2.510910626403054e-123,5,KCTD2,-0.196
1.6806286848396994e-127,0.26920516158308244,0.08,0.302,3.039416976532596e-123,5,TEDC1,-0.22199999999999998
1.8186135411698877e-127,0.15613529667783976,0.049,0.246,3.288962589205742e-123,5,RARG,-0.197
2.9033487183555433e-127,0.18201162741395838,0.075,0.293,5.250706157146e-123,5,ZNF75A,-0.21799999999999997
3.133399062357198e-127,0.3098714771892929,0.084,0.31,5.6667522042729923e-123,5,TMEM250,-0.22599999999999998
4.342896235058942e-127,0.11679056030580814,0.05,0.247,7.854127841104097e-123,5,HDAC8,-0.197
4.499865403928701e-127,0.1522677859604873,0.059,0.264,8.138006583005056e-123,5,APBB2,-0.20500000000000002
4.649964349456954e-127,0.061161914783597116,0.045,0.239,8.409460525992901e-123,5,HDDC2,-0.194
4.913747869512886e-127,0.07231056253458723,0.054,0.254,8.886513022014054e-123,5,SLC25A25,-0.2
5.146677773564409e-127,0.08878235223515984,0.041,0.231,9.307766753491234e-123,5,ATG12,-0.19
6.339779567368091e-127,0.23487103550103539,0.057,0.259,1.1465491347585192e-122,5,FAAP100,-0.202
6.445627236544734e-127,0.161360835664337,0.058,0.262,1.1656916857291152e-122,5,MEAK7,-0.20400000000000001
7.647201103807746e-127,0.6153424010445998,0.207,0.536,1.3829963196236308e-122,5,SLC9A3R2,-0.32900000000000007
9.434274981678607e-127,0.16765379907112243,0.048,0.244,1.706188630436576e-122,5,SNX3,-0.196
1.1110090015207599e-126,0.183404423816647,0.044,0.236,2.0092597792502943e-122,5,DPY19L4,-0.192
1.272113362442254e-126,0.13057648164559688,0.066,0.275,2.3006170159768164e-122,5,DPH1,-0.20900000000000002
1.9100437751116885e-126,0.30941494081193077,0.084,0.308,3.4543141672894887e-122,5,PIM1,-0.22399999999999998
2.945608755855091e-126,0.09292203294672219,0.041,0.23,5.327133434963932e-122,5,THOC5,-0.189
2.991427769400895e-126,0.18148446027422327,0.07,0.281,5.409997120961519e-122,5,CACNB2,-0.21100000000000002
3.1445467337021494e-126,0.2761019563437156,0.063,0.27,5.686912767900337e-122,5,TUBG1,-0.20700000000000002
3.1817655260675125e-126,0.12482288429953026,0.057,0.26,5.754222953893096e-122,5,SLC16A5,-0.203
3.218282666499984e-126,0.47228190191030706,0.072,0.286,5.820264202365221e-122,5,SNRK,-0.21399999999999997
3.701238671956645e-126,0.028760594627903036,0.062,0.268,6.693690138233593e-122,5,GON7,-0.20600000000000002
3.835263312571761e-126,0.11717944294286853,0.042,0.232,6.936073700786029e-122,5,PANK4,-0.19
4.452711631444698e-126,0.40877790877665077,0.088,0.315,8.052728985467737e-122,5,TMEM185A,-0.227
4.5225734360318945e-126,0.06123277598006838,0.034,0.217,8.179074059063681e-122,5,ZNF33B,-0.183
4.544109334440237e-126,0.0748922264309777,0.047,0.241,8.218021731335169e-122,5,SAPCD1,-0.194
5.2978243239776614e-126,0.07804437460355951,0.055,0.256,9.5811152899136e-122,5,POLR1B,-0.201
5.798668961568556e-126,0.2554920372991326,0.054,0.253,1.0486892816996733e-121,5,MIS12,-0.199
6.113186183886685e-126,0.11763616499502039,0.05,0.247,1.1055697213559068e-121,5,H2AFY2,-0.197
6.853102446321861e-126,0.3786558250418147,0.065,0.274,1.2393835774173087e-121,5,POLK,-0.20900000000000002
7.88520318697669e-126,0.4897359375290461,0.108,0.351,1.4260389963647343e-121,5,ADIRF,-0.243
8.348038637468524e-126,0.37024054159889663,0.067,0.278,1.5097427875861826e-121,5,TK2,-0.21100000000000002
9.948576606518879e-126,0.42476967230610285,0.07,0.282,1.7992000792889392e-121,5,PRADC1,-0.21199999999999997
1.1540691310497112e-125,0.05848039277214645,0.045,0.237,2.0871340235034025e-121,5,FAM171A1,-0.192
1.1607978710098051e-125,0.1542030330121319,0.062,0.267,2.0993029497212327e-121,5,MVK,-0.20500000000000002
1.279074861669188e-125,0.5017906278751435,0.088,0.315,2.3132068873287268e-121,5,UTP23,-0.227
1.2963792774372458e-125,0.29566390587767266,0.082,0.304,2.344501923245259e-121,5,SLC38A7,-0.22199999999999998
1.4245916700064e-125,0.25165873459501453,0.062,0.268,2.5763740352065744e-121,5,FUOM,-0.20600000000000002
1.523971153171823e-125,0.2188714286036737,0.051,0.248,2.756101830511242e-121,5,RASSF3,-0.197
1.9119902813448716e-125,0.31840983655430877,0.088,0.314,3.4578344238122005e-121,5,AKIP1,-0.226
1.9237651036259667e-125,0.48378555873021434,0.101,0.339,3.4791291899075607e-121,5,ADAM10,-0.23800000000000002
2.1845954393602053e-125,0.005725794511063587,0.044,0.234,3.950840852082931e-121,5,SLC16A9,-0.19
2.3180659541010458e-125,0.335582190278501,0.065,0.273,4.192222277991742e-121,5,BRAF,-0.20800000000000002
2.402606742472603e-125,0.40191794210746273,0.108,0.349,4.345114293761703e-121,5,KCTD9,-0.241
2.5029359294657097e-125,0.03938215435014181,0.046,0.238,4.5265596284387355e-121,5,BET1,-0.192
3.186600609796771e-125,0.2686347317473467,0.082,0.304,5.7629672028174605e-121,5,C6orf47,-0.22199999999999998
3.444817655203336e-125,0.22307612001356014,0.07,0.281,6.229952729435234e-121,5,ATM,-0.21100000000000002
3.607967619882891e-125,0.2285573344038916,0.052,0.249,6.525009440558209e-121,5,TTC8,-0.197
3.648471619050368e-125,0.2038775089068956,0.047,0.24,6.598260923052591e-121,5,TEFM,-0.193
3.7473905282399384e-125,0.2341532409886149,0.052,0.249,6.777155770321929e-121,5,PIK3R4,-0.197
4.809851938332993e-125,0.25762216239053215,0.066,0.274,8.698617230475216e-121,5,CAPN3,-0.20800000000000002
6.168435300334886e-125,0.12543448652161326,0.045,0.237,1.1155615240655642e-120,5,SGPP2,-0.192
8.524182436881302e-125,0.2752859637499684,0.08,0.299,1.5415983937099835e-120,5,EMC6,-0.21899999999999997
8.857559791434029e-125,0.10461733238394189,0.048,0.242,1.6018896882808443e-120,5,HMGXB3,-0.194
8.981656867066307e-125,0.11036558832726873,0.053,0.251,1.6243326444089416e-120,5,C17orf75,-0.198
1.0439063251291306e-124,0.4344042945223785,0.237,0.586,1.8879045889960328e-120,5,LTBP4,-0.349
1.1469187256351233e-124,0.13282445703722812,0.046,0.237,2.0742025153111204e-120,5,TMX1,-0.191
1.3019066923318489e-124,0.12573142889577027,0.071,0.282,2.3544982530821488e-120,5,BCL2,-0.21099999999999997
1.4344469839002214e-124,0.1379323984448375,0.075,0.288,2.5941973703835504e-120,5,SSH2,-0.21299999999999997
1.4865822241346246e-124,0.2670687350266383,0.059,0.261,2.6884839523474686e-120,5,TYW3,-0.202
1.5636779917290066e-124,0.002595643736040043,0.052,0.248,2.8279116480419084e-120,5,TMEM37,-0.196
1.5998847716203459e-124,0.031144024748247068,0.045,0.235,2.8933916094753955e-120,5,ZNF75D,-0.19
1.603726028022088e-124,0.12387094553885092,0.049,0.243,2.900338521677946e-120,5,BBX,-0.194
1.6809537474883642e-124,0.01931042645810699,0.045,0.235,3.0400048523327066e-120,5,PLA2G4B,-0.19
1.8117191958540819e-124,0.14754084535068657,0.062,0.266,3.276494165702107e-120,5,USP20,-0.20400000000000001
2.4295114330812195e-124,0.05272062532414523,0.046,0.238,4.3937714267273855e-120,5,ASF1A,-0.192
2.5022054306161803e-124,0.10020219789984619,0.06,0.264,4.525238521269362e-120,5,TMEM30B,-0.20400000000000001
2.636466996404189e-124,0.4093387586348941,0.064,0.27,4.7680505629969757e-120,5,ANKRD50,-0.20600000000000002
2.808963133874944e-124,0.09879380788723569,0.057,0.257,5.080009827612836e-120,5,DOHH,-0.2
2.827380992757106e-124,0.3194619042579914,0.088,0.312,5.113318525401226e-120,5,ZFP30,-0.224
2.982750704810225e-124,0.10207527701993913,0.05,0.245,5.394304649649291e-120,5,SOWAHB,-0.195
3.1749728341134326e-124,0.18167625627302764,0.068,0.277,5.741938370494143e-120,5,HAUS3,-0.20900000000000002
3.264057129882843e-124,0.13273334432886918,0.059,0.26,5.903047319393122e-120,5,TRMT10B,-0.201
3.995299751626137e-124,0.09832705233772698,0.077,0.292,7.225499600815868e-120,5,CLDN15,-0.21499999999999997
4.1148274713075086e-124,0.03230205591702995,0.04,0.227,7.44166548185963e-120,5,LYAR,-0.187
4.282361203020262e-124,0.6080387102295045,0.089,0.315,7.744650235662144e-120,5,C1orf198,-0.226
4.425079547569763e-124,0.21403746677599544,0.052,0.248,8.002756361779917e-120,5,IER3IP1,-0.196
4.7930224942691276e-124,0.0747604143957834,0.043,0.232,8.668181180885717e-120,5,FOXK2,-0.189
5.561141172513689e-124,0.04669694074645481,0.041,0.227,1.0057323810491006e-119,5,NUP214,-0.186
5.603951220989557e-124,0.03639715489720352,0.049,0.242,1.0134745783159614e-119,5,EXOSC5,-0.193
5.677098214623851e-124,0.054813925350534976,0.08,0.296,1.0267032121147235e-119,5,YJEFN3,-0.21599999999999997
6.342200686884573e-124,0.11309523193762328,0.054,0.252,1.146986994223075e-119,5,PLA2G6,-0.198
6.63047433149067e-124,0.020436533279976965,0.053,0.249,1.1991212828500876e-119,5,POMT1,-0.196
6.688413452135757e-124,0.3339358491314681,0.048,0.241,1.2095995728187516e-119,5,SLC29A1,-0.193
7.378113932539852e-124,0.4131987352402633,0.058,0.26,1.3343319046998323e-119,5,DCBLD1,-0.202
7.570326890796585e-124,0.3099785809057882,0.076,0.292,1.3690936182005623e-119,5,DGKZ,-0.21599999999999997
7.713538275052081e-124,0.09297732784526103,0.034,0.214,1.3949933970431687e-119,5,WDR3,-0.18
1.131670021785439e-123,0.3284627957794981,0.044,0.233,2.0466252343989664e-119,5,ZMYM3,-0.189
1.259686918996655e-123,0.025412771475196827,0.041,0.227,2.2781437930054505e-119,5,NLN,-0.186
1.3159815560825703e-123,0.2763619048086572,0.086,0.307,2.3799526441753282e-119,5,TYMP,-0.221
1.4296247981327834e-123,0.4593465655145117,0.064,0.27,2.585476447423139e-119,5,UAP1L1,-0.20600000000000002
1.9291031628789272e-123,0.22131375432327383,0.058,0.258,3.48878307006654e-119,5,RTEL1,-0.2
2.04225894101026e-123,0.09500603447762868,0.056,0.254,3.6934252948170555e-119,5,GPANK1,-0.198
2.051241094363583e-123,0.020119054740715292,0.045,0.234,3.70966951915654e-119,5,BAIAP2,-0.189
2.4263446238381658e-123,0.08639869771225706,0.044,0.233,4.388044252211323e-119,5,SSR3,-0.189
2.5219767525865102e-123,0.08810811575897515,0.048,0.239,4.560994957052704e-119,5,CCDC159,-0.191
2.9080996577534533e-123,0.1394020788370245,0.05,0.243,5.259298231047121e-119,5,ZNF513,-0.193
3.425179638844676e-123,0.4147489072625693,0.099,0.331,6.194437376850596e-119,5,CNNM2,-0.232
3.738877530689276e-123,0.35902908099142605,0.072,0.283,6.761760014251556e-119,5,PPM1F,-0.21099999999999997
6.838812017279277e-123,0.08167873293728767,0.042,0.229,1.2367991533249571e-118,5,YPEL2,-0.187
